cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"15539","0","917050","1123858","First State Bank","Buxton","ND","58218","9/30/2018","11/14/2018","NM","423 Broadway","FULL SERVICE INSURANCE AGENCY, INC.","3","0","0","4","1","Traill","","","1/1/1885","1/1/1934","9/1/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.firststatebanks.com","25122","20119","5431","13464","23256","3089","5867","253","3043","1069","1502"
"16600","0","497655","2049142","First State Bank","Socorro","NM","87801","9/30/2018","11/14/2018","NM","103 Manzanares Avenue","BBS CORP.","3","0","0","7","0","Socorro","","","7/1/1947","7/1/1947","8/13/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.Socorrobanking.com","3483","2001","966","1866","2110","542","5265","4254","1011","0","0"
"16695","13105","410560","1138160","First State Bank","Stratford","TX","79084","9/30/2018","11/14/2018","NM","302 North Main Street","STRATFORD BANCSHARES, INC.","3","0","0","2","1","Sherman","","","4/26/1948","4/26/1948","6/20/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.firstclassbanking.com","13273","17108","13346","17035","0","0","20160","10963","9197","0","0"
"17639","13449","1155","1247231","First State Bank & Trust Company","Fremont","NE","68025","9/30/2018","11/14/2018","NM","1005 East 23rd Street","FIRST STATE FREMONT, INC.","4","0","0","4","1","Dodge","","","7/30/1956","7/30/1956","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.fsbtfremont.bank","29769","16049","14482","13736","16238","1362","8649","1173","3874","3602","0"
"14974","13697","605656","1059340","First State Bank and Trust","Tonganoxie","KS","66086","9/30/2018","11/14/2018","NM","400 Bury Street","TONGANOXIE BANKSHARES, INC.","8","0","0","4","0","Leavenworth","28140","Kansas City, MO-KS","12/22/1934","1/8/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.firststateks.com","28479","15569","7271","13216","12057","11504","2814","250","1824","490","250"
"10159","13379","144856","2387152","First State Bank and Trust","Bayport","MN","55003","9/30/2018","11/14/2018","NM","950 North Highway 95","UNIVERSAL FINANCIAL SERVICES, INC.","7","0","1","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1914","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://www.fsbt.com","15192","8489","2577","7850","10323","2931","10264","5662","2598","1617","387"
"11559","0","1012251","2904960","First State Bank and Trust Company","Carthage","TX","75633","9/30/2018","11/14/2018","NM","110 West Panola Street","MURPHY-PAYNE INVESTMENTS, LTD.","1","0","0","5","0","Panola","","","2/27/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbcarthage.com","22739","29515","14591","28530","6775","2359","75653","63973","6928","2439","2313"
"14185","9956","489548","4101428","First State Bank and Trust Company, Inc.","Caruthersville","MO","63830","9/30/2018","11/14/2018","SM","100 West Third Street","FIRST STATE BANCORP, INC. COMBINED BENEFIT RETIREMENT PLAN","5","0","0","2","1","Pemiscot","","","4/2/1934","4/2/1934","10/26/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.fsbtrust.com","32185","55876","39118","35762","11195","1986","15093","3663","7357","1398","2675"
"5999","12807","325459","1058101","First State Bank in Temple","Temple","OK","73568","9/30/2018","11/14/2018","SM","111 South Commercial","FIRST TEMPLE CORPORATION","1","0","0","2","0","Cotton","30020","Lawton, OK","6/1/1919","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fstbank.com","2951","2926","2006","2927","597","347","1984","1145","500","0","339"
"10162","12780","60554","1128899","First State Bank Minnesota","Le Roy","MN","55951","9/30/2018","11/14/2018","NM","102 W. Main Street","FIRST LEROY BANCORPORATION, INC.","2","0","0","2","1","Mower","","","6/1/1893","1/4/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fsbminnesota.com","1940","600","281","1850","268","141","0","0","0","0","0"
"13868","13872","499453","1056581","First State Bank Nebraska","Lincoln","NE","68516","9/30/2018","11/14/2018","SM","2701 Grainger Parkway","FIRST STATE HOLDING CO.","15","0","0","2","1","Lancaster","30700","Lincoln, NE","12/12/1912","2/10/1934","11/28/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.1fsb.com","52949","55532","11110","39843","46947","10580","23639","1500","4086","16418","1635"
"8196","0","299251","1449512","First State Bank of Ashby","Ashby","MN","56309","9/30/2018","11/14/2018","NM","110 Main Street","VIKING FINANCIAL CORPORATION","1","0","0","2","1","Grant","","","7/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fsbashby.com","8191","2391","1720","5900","2347","617","375","0","0","375","0"
"16895","0","88352","3069482","First State Bank of Bedias","Bedias","TX","77831","9/30/2018","11/14/2018","NM","Main And Highway 90","BEDIAS FINANCIAL CORPORATION","2","0","0","2","1","Grimes","","","8/28/1907","3/24/1950","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.bediasbank.com","23199","29553","11041","26700","12333","2678","5280","1051","2825","1405","0"
"10871","14660","601041","3122837","First State Bank of Beecher City","Beecher City","IL","62414","9/30/2018","11/14/2018","NM","101 South Charles Street","TRI-COUNTY BANCSHARES, INC","1","0","0","4","1","Effingham","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fsbbc.com","10754","6264","5969","6574","3939","536","254","254","0","0","0"
"11904","0","31657","0","First State Bank of Ben Wheeler, Texas","Ben Wheeler","TX","75754","9/30/2018","11/14/2018","NM","14269 State Highway 64","","4","0","0","5","1","Van Zandt","","","2/17/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbbenwheeler.com","14756","20712","6091","25942","3435","0","16835","5148","10831","856","0"
"10991","9196","364850","1990087","First State Bank of Bigfork","Bigfork","MN","56628","9/30/2018","11/14/2018","NM","400 Main Avenue","BIGFORK BANCSHARES, INC.","2","0","0","8","0","Itasca","","","8/12/1912","1/1/1934","1/1/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://fsbbigfork.com","6250","4557","1569","4134","3167","1937","3744","2034","1076","323","311"
"15496","14097","5135","1139840","First State Bank of Blakely","Blakely","GA","39823","9/30/2018","11/14/2018","NM","2213 South Main Street","FIRST STATE BANCSHARES OF BLAKELY, INC.","7","0","0","2","0","Early","","","1/1/1903","1/1/1934","5/23/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.fsbanks.com","112898","74813","92343","86975","7974","421","28938","6626","20464","1848","0"
"22034","15616","453839","2310217","First State Bank of Bloomington","Bloomington","IL","61704","9/30/2018","11/14/2018","NM","204 North Prospect Road","FIRST STATE BANCORP OF MONTICELLO, INC. EMPLOYEE STOCK OWNERSHIP PLAN","4","0","0","4","1","Mclean","14010","Bloomington, IL","6/9/1975","6/9/1975","3/24/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fsbblm.com","5182","4241","1570","5257","2454","142","4675","647","2717","1311","0"
"11181","0","229454","3306561","First State Bank of Brownsboro","Brownsboro","TX","75756","9/30/2018","11/14/2018","NM","14225 State Hwy 31 E","BROWNSBORO BANCSHARES, INC.","3","0","0","8","1","Henderson","","","2/17/1917","1/1/1934","3/24/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbbrownsboro.com","11075","7275","5948","10926","1476","0","6217","1362","4855","0","0"
"11557","0","303653","0","First State Bank of Burnet","Burnet","TX","78611","9/30/2018","11/14/2018","NM","136 East Washington Street","","3","0","0","7","1","Burnet","","","10/24/1908","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.fsbburnet.com","13680","20068","12945","17487","3316","0","4744","1109","2882","753","0"
"10799","13443","698546","1427387","First State Bank of Campbell Hill","Campbell Hill","IL","62916","9/30/2018","11/14/2018","NM","114 West Front Street","CAMPBELL HILL BANCSHARES, INC.","3","0","0","8","0","Jackson","16060","Carbondale-Marion, IL","1/1/1921","1/1/1934","4/29/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fsbch.com","13234","4519","2042","5644","6590","3477","2757","0","1753","1004","0"
"15471","0","918655","1143922","First State Bank of Cando","Cando","ND","58324","9/30/2018","11/14/2018","NM","415 Main Street","CANDO HOLDING COMPANY, INC.","3","0","0","2","1","Towner","","","1/1/1888","1/1/1937","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.fsbcando.com","7106","7852","4748","6901","2263","1046","987","730","0","257","0"
"484","0","99255","0","First State Bank of Claremont","Groton","SD","57445","9/30/2018","11/14/2018","NM","7 East Highway 12","","4","0","0","2","1","Brown","","","1/1/1903","1/1/1934","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://fsbclaremont.com","4741","2649","852","4457","1881","200","0","0","0","0","0"
"10559","0","403357","2238544","First State Bank of Clearbrook","Clearbrook","MN","56634","9/30/2018","11/14/2018","NM","123 Main Street South","BORDER BANCSHARES, INC.","1","0","0","2","1","Clearwater","","","1/1/1910","1/1/1934","10/14/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","WWW.FSBCLEARBROOK.COM","4637","1400","731","3091","1742","473","517","0","0","517","0"
"4440","0","805447","1133615","First State Bank of Colfax","Colfax","IA","50054","9/30/2018","11/14/2018","NM","100 North Walnut Street","DENTEL BANCORPORATION","1","0","0","2","1","Jasper","","","1/1/1933","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.fsbankcolfax.com","6570","5240","1990","3735","4943","1142","0","0","0","0","0"
"12373","0","277053","5147115","First State Bank of Colorado","Hotchkiss","CO","81419","9/30/2018","11/14/2018","SM","102 East Bridge Street","TIG BANCORP, INC.","7","0","0","4","0","Delta","","","7/19/1930","1/1/1934","5/11/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.firststatebank-co.com","18177","9086","7186","11729","5959","2388","4378","0","2476","738","1164"
"12893","10423","654047","0","First State Bank of Decatur","Decatur","MI","49045","9/30/2018","11/14/2018","NM","124 Phelps Street","","1","0","0","8","0","Van Buren","28020","Kalamazoo-Portage, MI","1/1/1870","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.fsbdecatur.com","6123","3711","4543","2072","2402","817","1849","749","0","1100","0"
"23815","0","504535","2115449","First State Bank of DeKalb County","Fort Payne","AL","35967","9/30/2018","11/14/2018","NM","2407 Gault Avenue North","FIRST STATE BANCSHARES OF DEKALB COUNTY, INC.","5","0","0","8","0","De Kalb","","","5/19/1982","5/19/1982","7/1/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.fsbal.com","18122","8454","6145","16326","3294","811","15480","2722","12758","0","0"
"21805","11699","519146","2032724","First State Bank of DeQueen","De Queen","AR","71832","9/30/2018","11/14/2018","SM","402 West Collin Raye Drive","FIRST STATE BANCSHARES, INC.","6","0","0","2","1","Sevier","","","11/1/1974","11/1/1974","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","www.firststatebankdequeen.com","60946","26930","9642","27255","22701","28277","7423","1500","4063","1860","0"
"11669","0","980438","1207981","First State Bank of Forrest","Forrest","IL","61741","9/30/2018","11/14/2018","NM","133 East Krack Street","FORREST BANCSHARES, INC.","6","0","0","8","1","Livingston","","","1/1/1914","1/1/1934","1/1/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://wwwfsbforrest.com","43393","37601","8490","40284","28712","3508","4867","258","2640","1444","525"
"8317","0","597658","1247017","First State Bank of Forsyth","Forsyth","MT","59327","9/30/2018","11/14/2018","NM","880 Main Street","FORSYTH BANCSHARES, INC.","1","0","0","2","0","Rosebud","","","1/1/1917","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.firststatebankforsyth.com","19051","11233","3319","2674","23316","975","9618","0","1032","8586","0"
"9349","0","943152","0","First State Bank of Fountain","Fountain","MN","55935","9/30/2018","11/14/2018","NM","101 Main Street","","1","0","0","2","0","Fillmore","40340","Rochester, MN","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.fsbfountain.com","7337","1614","2252","4027","2036","637","0","0","0","0","0"
"10243","0","931159","0","First State Bank of Golva","Golva","ND","58632","9/30/2018","11/14/2018","NM","410 Terrell Ave","","3","0","0","2","1","Golden Valley","","","6/1/1914","4/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","fsbofgolva.com","6888","2938","2415","4000","2419","992","2386","0","2086","300","0"
"8857","0","79257","0","First State Bank of Grove City","Grove City","MN","56243","9/30/2018","11/14/2018","NM","110 Atlantic Avenue West","","1","0","0","2","1","Meeker","","","12/7/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.bankofgrovecity.com","2293","510","612","735","1255","201","507","0","0","507","0"
"8383","0","997557","1128666","First State Bank of Harvey","Harvey","ND","58341","9/30/2018","11/14/2018","NM","700 Lincoln Avenue","FIRST HARVEY BANCORPORATION, INC.","2","0","0","2","1","Wells","","","6/5/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.firstharvey.com","13787","3796","2200","5556","5269","4558","2910","785","0","1871","254"
"5175","0","1015458","0","First State Bank of Kiester","Kiester","MN","56051","9/30/2018","11/14/2018","NM","101 N Main Street","","1","0","0","2","0","Faribault","","","1/1/1889","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","WWW.FSBKIESTER.COM","4186","930","2291","2517","308","0","0","0","0","0","0"
"9330","0","986159","1127940","First State Bank of Le Center","Le Center","MN","56057","9/30/2018","11/14/2018","NM","88 North Park Avenue","FIRST STATE AGENCY OF LE CENTER, INC.","2","0","0","2","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.fsblecenter.com","7103","3436","1743","2780","5152","865","4895","2024","2254","0","617"
"8745","11002","967046","1210244","First State Bank of Middlebury","Middlebury","IN","46540","9/30/2018","11/14/2018","NM","111 South Main Street","CRYSTAL VALLEY FINANCIAL CORPORATION","7","0","0","4","0","Elkhart","21140","Elkhart-Goshen, IN","1/1/1910","1/1/1934","9/29/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.Bfirst.bank","42036","43920","23737","19553","27395","15272","25883","9848","6429","4013","5593"
"17909","0","103563","0","First State Bank of Mobeetie","Mobeetie","TX","79061","9/30/2018","11/14/2018","NM","101 S. Wheeler St","","2","0","0","2","0","Wheeler","","","1/1/1906","9/23/1958","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fsbmobeetie.com","7016","12044","4112","5233","6413","3302","2698","515","263","838","1082"
