cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"15738","0","306140","1204355","Security State Bank","Waverly","IA","50677","9/30/2018","11/14/2018","NM","933 16th Street, Southwest","FAYETTE BANCORPORATION","3","0","0","2","1","Bremer","47940","Waterloo-Cedar Falls, IA","4/23/1940","4/23/1940","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.securitystateonline.com","5208","2512","2320","3848","1520","32","1432","0","1432","0","0"
"10643","53307","397559","2332620","Security State Bank","Ansley","NE","68814","9/30/2018","11/14/2018","NM","624 Main St","MACKEY BANCO, INC.","3","0","0","4","1","Custer","","","2/5/1915","1/1/1934","6/20/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.ssbnebraska.com","55909","91310","20940","61835","50616","13829","11949","3958","5786","2205","0"
"15809","13389","247355","1107308","Security State Bank & Trust","Fredericksburg","TX","78624","9/30/2018","11/14/2018","NM","201 West Main Street","SECURITY HOLDING COMPANY","21","0","0","4","1","Gillespie","","","4/7/1941","4/7/1941","6/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.ssbtexas.com","38673","44028","18553","44804","17616","1728","16048","3891","9613","2544","0"
"16656","10704","267652","1125441","Security State Bank of Aitkin","Aitkin","MN","56431","9/30/2018","11/14/2018","NM","402 Minnesota Avenue North","SECURITY STATE AGENCY OF AITKIN, INC.","4","0","0","4","1","Aitkin","","","12/23/1947","1/2/1948","8/29/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ssbmn.com","5470","3389","2016","3888","2245","711","669","0","669","0","0"
"17733","10312","942258","2466235","Security State Bank of Fergus Falls","Fergus Falls","MN","56537","9/30/2018","11/14/2018","NM","128 Washington Avenue, East","INDEPENDENT BANCSHARES, INC.","1","0","0","2","1","Otter Tail","","","4/1/1957","4/1/1957","4/24/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssbfergus.com","10748","4203","2510","6658","4704","1079","3808","0","1970","1404","434"
"10175","0","950356","1128817","Security State Bank of Hibbing","Hibbing","MN","55746","9/30/2018","11/14/2018","NM","701 East Howard Street","SECURITY FINANCIAL SERVICES, INC.","1","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","2/11/1911","1/1/1934","5/2/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbhibbing.com","6201","7843","2832","5631","3807","1774","5349","507","4842","0","0"
"15597","11201","984454","1121881","Security State Bank of Kenyon","Kenyon","MN","55946","9/30/2018","11/14/2018","NM","602 Second Street","ELLINGSON CORPORATION","1","0","0","2","1","Goodhue","","","7/23/1934","4/21/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbkenyon.com","8090","5133","3081","4699","3238","2205","1021","0","0","0","1021"
"10163","12355","990053","2734028","Security State Bank of Marine","Marine On St. Cr","MN","55047","9/30/2018","11/14/2018","NM","120 Judd Street","MARINE BANCSHARES, INC.","4","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/12/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.themarinebank.com","15257","11061","4067","7158","11308","3785","4507","1033","2532","679","263"
"8980","0","52951","4414838","Security State Bank of Oklahoma","Wewoka","OK","74884","9/30/2018","11/14/2018","NM","210 South Mekuskey Ave","SECURITY BANCSHARES CORPORATION","5","0","0","2","0","Seminole","","","12/5/1911","1/1/1934","4/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.ssbok.com","21540","36965","15394","29782","11112","2217","29677","16962","11096","1105","514"
"10982","0","814355","0","Security State Bank of Oklee","Oklee","MN","56742","9/30/2018","11/14/2018","NM","201 Main Street","","1","0","0","2","1","Red Lake","","","1/1/1934","1/1/1934","12/6/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssboklee.com","5098","961","1136","2340","1569","1014","288","0","0","0","288"
"18378","14737","211851","1135271","Security State Bank of Wanamingo","Wanamingo","MN","55983","9/30/2018","11/14/2018","NM","232 Main Street","WANAMINGO BANCSHARES, INC.","1","0","0","2","1","Goodhue","","","12/5/1917","4/27/1961","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.SSBWANAMINGO.COM","11393","6317","2618","5623","9469","0","356","356","0","0","0"
"9773","0","868059","1127986","Security State Bank of Warroad","Warroad","MN","56763","9/30/2018","11/14/2018","NM","502 E Lake St","WARROAD BANCSHARES, INC.","2","0","0","8","0","Roseau","","","9/13/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.ssbwarroad.com","14644","2861","6395","8474","2635","1","2572","563","1471","538","0"
"8642","11595","251857","1125517","Security State Bank, Wishek, North Dakota","Wishek","ND","58495","9/30/2018","11/14/2018","NM","102 North 6th Street","WISHEK BANCORPORATION, INC.","3","0","0","2","1","Mcintosh","","","7/25/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","ssbanking.com","11169","3445","2637","6058","5667","252","2076","1300","776","0","0"
"968","0","363648","2382344","Security Trust & Savings Bank","Storm Lake","IA","50588","9/30/2018","11/14/2018","SM","601 Lake Street","STORM LAKE SECURITY BANCORPORATION","2","0","0","2","1","Buena Vista","","","1/1/1908","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.securitybanksl.com","10089","9811","4912","13723","1265","0","4753","1618","2763","372","0"
"35388","16509","2973386","0","SEI Private Trust Company","Oaks","PA","19456","9/30/2018","11/14/2018","SA","1 Freedom Valley Dr","","1","0","0","7","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/2/2001","1/2/2001","10/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.seic.com","0","0","0","0","0","0","500","500","0","0","0"
"58563","0","3567269","4488857","Select Bank","Forest","VA","24551","9/30/2018","11/14/2018","SM","211 Gristmill Drive","SELECT BANK FINANCIAL CORPORATION","4","0","0","4","0","Bedford","31340","Lynchburg, VA","6/4/2007","6/4/2007","5/13/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://myselectbank.com","30435","84043","15887","44581","42077","11931","28047","1587","6440","14886","5134"
"35465","0","2913887","3207659","Select Bank & Trust Company","Dunn","NC","28335","9/30/2018","11/14/2018","NM","700 West Cumberland Street","SELECT BANCORP INC.","18","0","1","4","0","Harnett","","","5/24/2000","5/24/2000","12/18/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.selectbank.com","117758","188154","28111","231099","38996","7706","115471","16038","77689","18186","3558"
"15101","0","203052","1920516","Senath State Bank","Senath","MO","63876","9/30/2018","11/14/2018","NM","117 East Commercial Street","SENATH BANCSHARES, INC.","3","0","0","8","1","Dunklin","","","1/1/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.senathstatebank.com","7433","1920","2398","4788","1408","759","0","0","0","0","0"
"35109","0","955548","1203161","SENB Bank","Moline","IL","61265","9/30/2018","11/14/2018","NM","3535 23rd Avenue","MCLAUGHLIN HOLDING COMPANY","5","0","1","4","1","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","12/17/1999","12/17/1999","12/27/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.senb.com","10920","5418","2332","7098","5499","1408","9106","0","7809","551","745"
"29496","3552","276074","0","Seneca Savings","Baldwinsville","NY","13027","9/30/2018","11/14/2018","SA","35 Oswego St","","3","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1928","1/24/1936","10/11/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","senecasavings.com","27775","31819","13763","26001","17827","2003","14084","768","8300","5016","0"
"8546","0","746157","3348011","Sentry Bank","Saint Joseph","MN","56374","9/30/2018","11/14/2018","NM","400 4th Avenue Ne","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","4","0","0","4","0","Stearns","41060","St. Cloud, MN","11/4/1904","1/1/1934","5/3/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.mysentrybank.com","16793","28294","4294","20761","15074","4958","13090","903","10814","1000","373"
"57993","0","3348888","3635319","ServisFirst Bank","Birmingham","AL","35209","9/30/2018","11/14/2018","NM","2500 Woodcrest Place","SERVISFIRST BANCSHARES, INC.","20","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/2/2005","5/2/2005","10/16/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","http://WWW.SERVISFIRSTBANK.COM","83809","174626","41392","120120","64595","32328","397779","42728","177741","105575","71735"
"58651","0","3625664","3625655","Settlers Bank","De Forest","WI","53532","9/30/2018","11/14/2018","NM","4021 Meridian Drive","SB BANCORP, INC.","2","0","0","4","0","Dane","31540","Madison, WI","12/3/2007","12/3/2007","4/16/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.settlerswi.com","31646","87047","12396","61669","38809","5819","16187","1274","9712","5201","0"
"32367","8190","411473","0","SEVERN SAVINGS BANK, FSB DBA SEVERN BANK","Annapolis","MD","21401","9/30/2018","11/14/2018","SA","200 Westgate Circle, # 200","","6","0","0","4","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","4/4/1949","7/31/1985","8/28/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.severnbank.com","107574","110485","34282","74769","76303","32705","46894","6800","24498","14805","791"
"10318","0","982937","1086458","Sevier County Bank","Sevierville","TN","37862","9/30/2018","11/14/2018","NM","111 East Main Street","SEVIER COUNTY BANCSHARES, INC.","6","0","0","4","0","Sevier","","","3/9/1909","1/1/1934","1/18/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.bankscb.com","52085","53112","20349","41844","37852","5152","21227","6151","5194","5773","4109"
"30154","4856","678070","0","Sewickley Savings Bank","Sewickley","PA","15143","9/30/2018","11/14/2018","SB","531 Broad Street","","3","0","0","7","0","Allegheny","38300","Pittsburgh, PA","1/1/1884","7/8/1942","5/1/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sewickleysavingsbank.com","92113","53918","13611","46510","58814","27096","16155","1783","3880","4591","5901"
"4236","52306","300353","2996648","Shamrock Bank, N.A.","Coalgate","OK","74538","9/30/2018","11/14/2018","N","101 North Main Street","SHAMROCK BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","1","Coal","","","1/1/1924","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.shamrockbank.com","34653","32394","14855","35287","9749","7156","17388","1727","5206","6275","4180"
"28793","2376","164377","3845668","Sharon Bank","Darby","PA","19023","9/30/2018","11/14/2018","SB","9 Chester Pike","SHARON MUTUAL HOLDING COMPANY","4","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1873","8/27/1936","8/22/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.sharonbank.com","32901","15961","8986","21970","8133","9773","2004","0","503","0","1501"
"11702","14714","235446","1138058","Shelby County State Bank","Shelbyville","IL","62565","9/30/2018","11/14/2018","SM","130 South Morgan Street","SHELBY COUNTY BANCORP, INC.","6","0","0","2","1","Shelby","","","5/11/1895","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.scs-bank.com","32620","7088","6607","15214","12158","5729","19913","3143","10000","5000","1770"
"32135","7889","552974","2960630","Shelby Savings Bank, SSB","Center","TX","75935","9/30/2018","11/14/2018","SB","111 Selma Street","SHELBY BANCSHARES, INC.","5","0","0","2","1","Shelby","","","1/1/1979","7/26/1982","4/21/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.shelbysavingsbank.com","23461","58907","14486","45171","19460","3251","8341","1272","4795","2014","260"
"14911","13881","896155","1139251","Shell Lake State Bank","Shell Lake","WI","54871","9/30/2018","11/14/2018","NM","102 5th Ave","SHELL LAKE BANCORP, INC.","4","0","0","5","1","Washburn","","","11/16/1916","12/5/1934","4/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.shelllakestatebank.com","21097","9842","4206","10255","11459","5018","2274","0","598","1096","580"
"10169","0","198251","3348011","Sherburne State Bank","Becker","MN","55308","9/30/2018","11/14/2018","NM","12500 Sherburne Avenue","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","3","0","0","4","0","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/7/1920","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.sherburnestatebank.com","9996","7304","1466","10314","3131","2388","5304","506","4106","692","0"
"1612","0","887854","0","Sherwood Community Bank","Creighton","MO","64739","9/30/2018","11/14/2018","NM","202 D Street","","4","0","0","8","1","Cass","28140","Kansas City, MO-KS","6/6/1902","1/1/1934","12/31/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.sherwoodbank.com","5279","1261","2746","2782","983","29","1160","0","658","502","0"
"33188","0","1494914","3107964","Shinhan Bank America","New York","NY","10001","9/30/2018","11/14/2018","NM","330 Fifth Avenue, 4th Floor","SHINHAN FINANCIAL GROUP CO., LTD.","16","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","10/18/1990","10/18/1990","8/14/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.shbamerica.com","193240","344167","123380","327654","86329","44","61612","16728","41098","3786","0"
"34253","0","2539081","0","Shore Community Bank","Toms River","NJ","8753","9/30/2018","11/14/2018","NM","1012 Hooper Avenue","","5","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","2/24/1997","2/24/1997","11/12/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.shorecommunity.bank","35013","30787","3051","18337","36737","7676","14794","7853","3016","2758","1168"
"4832","13973","933023","2429838","Shore United Bank","Easton","MD","21601","9/30/2018","11/14/2018","SM","18 Dover Street","SHORE BANCSHARES, INC.","21","0","1","4","0","Talbot","","","6/1/1876","1/1/1934","5/20/2017","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","shoreunitedbank.com","166792","73251","34655","96376","75601","33411","23227","2152","7197","8267","5611"
"11764","15826","598543","1199808","Sibley State Bank","Sibley","IA","51249","9/30/2018","11/14/2018","NM","803 Fourth Avenue","CYPRESS CORPORATION","1","0","0","2","0","Osceola","","","1/1/1894","1/1/1934","10/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.sibleystatebank.com","14914","10802","3601","10883","11228","4","5020","848","2744","1428","0"
"12722","10808","1002458","0","Sicily Island State Bank","Sicily Island","LA","71368","9/30/2018","11/14/2018","NM","301 Newman Street","","2","0","0","4","1","Catahoula","","","2/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.sibank.net","7418","16336","2371","11586","8396","1400","4465","1552","2655","258","0"
"29379","3360","304575","0","Sidney Federal Savings and Loan Association","Sidney","NE","69162","9/30/2018","11/14/2018","SA","1045 10th Avenue","","1","0","0","5","0","Cheyenne","","","1/1/1899","2/24/1936","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.sidneyfederal.com","4027","2478","779","4268","1264","195","306","0","0","306","0"
"17232","13603","648345","3621497","Sidney State Bank","Sidney","MI","48885","9/30/2018","11/14/2018","NM","3016 West Sidney Road","SIDNEY BANCORP.","2","0","0","5","0","Montcalm","24340","Grand Rapids-Wyoming, MI","10/10/1921","6/15/1953","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.sidneybank.com","15868","4485","1841","5804","8109","4599","1321","251","0","0","1070"
"57053","0","2942690","0","Signature Bank","New York","NY","10017","9/30/2018","11/14/2018","NM","565 Fifth Avenue","","33","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/12/2001","4/12/2001","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.signatureny.com","90398","562017","282921","292401","63507","13585","1319964","565836","617361","126644","10123"
"58264","0","3437483","3437492","Signature Bank","Rosemont","IL","60018","9/30/2018","11/14/2018","NM","9701 W Higgins Rd Suite 500","SIGNATURE BANCORPORATION, INC.","4","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/4/2006","8/4/2006","9/25/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.signaturebank.bank","35303","24281","15857","12431","14426","16870","11177","2196","3206","5368","407"
"89","10291","3350724","3306589","Signature Bank of Arkansas","Fayetteville","AR","72703","9/30/2018","11/14/2018","NM","3878 N Crossover Rd, # 20","WHITE RIVER BANCSHARES COMPANY","6","0","0","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","8/18/1933","1/1/1934","4/9/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.sbofa.com","112679","116751","20838","101619","82187","24787","44853","6050","27422","8067","3314"
"58103","0","3390627","0","Signature Bank of Georgia","Sandy Springs","GA","30328","9/30/2018","11/14/2018","NM","6065 Roswell Rd., Suite 110","","2","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/7/2005","11/7/2005","3/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.signaturebankga.com","4633","3037","911","2701","3586","471","1841","257","256","1328","0"
"57269","0","3076604","3076592","Signature Bank, National Association","Toledo","OH","43623","9/30/2018","11/14/2018","N","4607 West Sylvania Avenue","SIGNATURE BANCORP, INC.","2","0","0","4","0","Lucas","45780","Toledo, OH","4/2/2002","4/2/2002","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.signaturebankna.com","47071","56917","21469","37387","31999","13133","23020","3114","15440","3926","540"
"14178","0","552956","1141263","Silex Banking Company","Silex","MO","63377","9/30/2018","11/14/2018","NM","20 S 2nd St","SILEX BANCSHARES, INC.","1","0","0","2","0","Lincoln","41180","St. Louis, MO-IL","3/24/1934","3/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.silexbank.com","11839","3479","3085","7019","4424","790","1454","303","1151","0","0"
"24735","0","802866","1031449","Silicon Valley Bank","Santa Clara","CA","95054","9/30/2018","11/14/2018","SM","3003 Tasman Drive","SVB FINANCIAL GROUP","6","0","1","9","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/17/1983","10/17/1983","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.svb.com","5041","3750","4964","3827","0","0","17516","12688","4828","0","0"
"15323","10532","326054","3015582","Silver Lake Bank","Topeka","KS","66608","9/30/2018","11/14/2018","NM","201 Nw U.S. Highway 24","GIDEON MANAGEMENT L.L.C.","5","0","0","4","0","Shawnee","45820","Topeka, KS","1/1/1909","12/16/1935","10/2/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.silverlakebank.com","29293","26322","12997","18134","22319","2165","26340","2216","19346","4778","0"
"27330","14732","1216826","3695667","Silvergate Bank","La Jolla","CA","92037","9/30/2018","11/14/2018","SM","4250 Executive Sq Suite 300","SILVERGATE CAPITAL CORPORATION","5","0","0","9","0","San Diego","41740","San Diego-Carlsbad, CA","8/26/1988","8/26/1988","2/21/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.silvergatebank.com","8648","28154","5098","28493","2640","571","1796","0","1319","477","0"
"17587","0","844138","0","Simmesport State Bank","Simmesport","LA","71369","9/30/2018","11/14/2018","NM","Highway 1 And Laurel Street","","1","0","0","6","0","Avoyelles","","","5/1/1956","5/1/1956","6/4/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.simmesportstatebank.net","14986","25401","8040","8348","11033","12966","9683","1559","4250","2040","1834"
"3890","11473","663245","1094828","Simmons Bank","Pine Bluff","AR","71611","9/30/2018","11/14/2018","SM","501 Main Street","SIMMONS FIRST NATIONAL CORPORATION","207","0","1","4","0","Jefferson","38220","Pine Bluff, AR","3/23/1903","1/1/1934","5/29/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","http://www.simmonsbank.com","1169817","661140","359403","1076817","375762","18975","702549","286348","334848","78459","2894"
"23270","0","472951","2313058","Siouxland Bank","South Sioux City","NE","68776","9/30/2018","11/14/2018","SM","1001 West 29th Street","SIOUXLAND NATIONAL CORPORATION","2","0","0","8","0","Dakota","43580","Sioux City, IA-NE-SD","12/1/1980","12/1/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","WWW.SIOUXLANDBANK.COM","6620","2458","1213","4031","3050","784","6620","0","2460","1160","3000"
"4766","0","412555","2796857","SJN Bank of Kansas","Saint John","KS","67576","9/30/2018","11/14/2018","NM","116 E 3rd Avenue","SJN BANC CO","4","0","0","2","0","Stafford","","","1/1/1905","1/1/1934","1/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.sjnbank.com","16742","11497","5018","14398","8184","639","5087","1367","3148","572","0"
"17874","0","227179","3438097","Skagit Bank","Burlington","WA","98233","9/30/2018","11/14/2018","NM","301 East Fairhaven Avenue","SKAGIT BANCORP, INC.","11","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","6/16/1958","6/16/1958","10/31/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.skagitbank.com","50519","42037","20758","51865","19141","792","23535","3731","13387","6417","0"
"19532","10566","401906","0","Skowhegan Savings Bank","Skowhegan","ME","4976","9/30/2018","11/14/2018","SB","13 Elm Street","","12","0","0","6","0","Somerset","","","10/2/1869","1/1/1966","1/1/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.skowhegansavings.com","63568","21122","11873","23038","29994","19785","48343","43923","2540","810","1070"
"6861","0","90328","4949303","SKYLINE NATIONAL BANK","Independence","VA","24348","9/30/2018","11/14/2018","N","113 West Main Street","PARKWAY ACQUISITION CORP","20","0","1","4","0","Grayson","","","10/6/1900","1/1/1934","7/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.skylinenationalbank.com","91411","64809","16921","44395","61763","33141","31335","4546","10161","10257","6371"
"8507","0","481748","1201439","Sloan State Bank","Sloan","IA","51055","9/30/2018","11/14/2018","NM","302 Fourth Street","SLOAN STATE CORPORATION","2","0","0","2","1","Woodbury","43580","Sioux City, IA-NE-SD","10/19/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.sloanstatebank.com","6926","4078","2230","5174","3417","183","0","0","0","0","0"
"27686","111","213471","0","Slovenian Savings and Loan Association of Canonsburg","Strabane","PA","15363","9/30/2018","11/14/2018","SA","130 Boone Avenue","","1","0","0","8","0","Washington","38300","Pittsburgh, PA","1/1/1925","3/9/1960","7/21/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sloveniansavingsandloan.com","91102","77964","17700","48181","41643","61542","91113","15298","36833","16121","22861"
"31994","7703","568377","0","Slovenian Savings and Loan Association of Franklin-Conemaugh","Conemaugh","PA","15909","9/30/2018","11/14/2018","SA","361 First St","","5","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1915","12/11/1979","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","sloveniansavings.com","24978","16907","4139","14060","13585","10101","2843","0","0","571","2272"
"5623","0","676049","1098264","Smackover State Bank","Smackover","AR","71762","9/30/2018","11/14/2018","NM","708 North Broadway","SMACKOVER BANCSHARES, INC.","4","0","0","7","0","Union","","","4/18/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.smackoverbank.com","27891","22605","9830","31500","9166","0","27882","10795","13137","3950","0"
"25744","11205","663656","1067617","Small Business Bank","Lenexa","KS","66215","9/30/2018","11/14/2018","SM","13423 West 92nd Street","GARDNER BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","10/7/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.smallbusinessbank.com","1428","694","612","958","467","86","255","255","0","0","0"
