cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","9/30/2018","11/14/2018","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","54072","2647","3650","0","0","969","3691","1080","4112","475","1643","0","978","30969","3858","2119"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","9/30/2018","11/14/2018","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.allamerica.bank","42350","3799","42","0","0","124","0","27903","10367","0","115","0","0","0","0","118"
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","9/30/2018","11/14/2018","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","17","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","9/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","300114","0","0","0","38","9338","32421","0","0","0","8729","35596","35378","161260","17354","8730"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","9/30/2018","11/14/2018","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","69826","0","0","668","588","4662","0","0","11173","0","1995","22448","24465","996","2831","1995"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","9/30/2018","11/14/2018","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","98627","0","0","0","0","21538","9182","11656","7589","0","1446","7841","12132","24776","2467","1446"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","9/30/2018","11/14/2018","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","26543","0","0","0","1663","7988","0","0","466","675","4408","1911","2388","6281","763","5083"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","9/30/2018","11/14/2018","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","4403","80","0","0","0","262","0","0","0","1897","1001","0","580","324","259","1755"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","9/30/2018","11/14/2018","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","13","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.alliancebank.com","240479","0","232","360","3759","71458","0","56734","74485","695","4718","6551","12653","8834","0","7327"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","9/30/2018","11/14/2018","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","12543","0","0","8","0","1056","1","0","0","0","2196","2537","4378","2367","0","2196"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","9/30/2018","11/14/2018","NM","292 West Main Ave","PBD HOLDINGS, LLC","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","25679","127","652","0","0","12926","0","1121","2258","6572","0","0","0","0","2023","0"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","9/30/2018","11/14/2018","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","4","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","56512","0","0","0","0","52136","0","0","0","0","1436","497","1691","752","0","1436"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","9/30/2018","11/14/2018","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","7933","0","882","964","29","916","265","49","292","0","601","737","958","1977","263","602"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","9/30/2018","11/14/2018","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","6921","0","0","0","0","0","0","0","0","0","0","67","1208","2322","3324","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","9/30/2018","11/14/2018","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","11005","0","0","0","369","7072","1941","96","1232","0","0","295","0","0","0","0"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","9/30/2018","11/14/2018","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","21078000","0","0","0","0","54000","13489000","1117000","4757000","24000","1000","222000","958000","407000","49000","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","9/30/2018","11/14/2018","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","35233","13","21","0","142","7319","2255","1252","4738","10360","1803","3274","468","3588","0","2826"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","9/30/2018","11/14/2018","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/11/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","4933","0","0","0","0","463","365","0","765","0","250","1450","0","1640","0","250"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","9/30/2018","11/14/2018","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","45","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","687512","805","2928","9685","6903","9999","244","0","1","23374","24648","49315","46512","356656","156442","43338"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","9/30/2018","11/14/2018","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.alpinecapitalbank.com","31992","176","367","0","0","0","0","360","363","1045","12469","17212","0","0","0","12719"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","9/30/2018","11/14/2018","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamahabank.com","35009","0","0","0","0","19359","4860","0","0","0","258","1201","788","7810","733","0"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","9/30/2018","11/14/2018","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","6/20/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.apbconnect.com","46428","642","1105","0","39","198","4820","11363","13885","0","6704","7108","564","0","0","6704"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","9/30/2018","11/14/2018","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","19027","0","0","0","223","0","0","742","2619","2154","1388","2012","4396","5493","0","3268"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","9/30/2018","11/14/2018","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","11623","0","0","2","1","0","0","0","0","9945","651","581","443","0","0","6"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","9/30/2018","11/14/2018","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","2/12/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","52093","0","0","0","407","4406","0","4352","8852","4544","1562","4152","4378","18135","1305","1063"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","9/30/2018","11/14/2018","NM","275 Seventh Avenue","WORKERS UNITED","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","1153944","3052","0","0","29677","52181","645","161844","360747","394700","0","1196","37194","84614","28094","0"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","9/30/2018","11/14/2018","NM","30 North Lasalle Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","177663","0","0","0","0","4439","3551","0","0","17046","16502","63785","43158","29182","0","33548"
"14531","10978","353555","1107205","Amarillo National Bank","Amarillo","TX","79101","9/30/2018","11/14/2018","N","410 S Taylor","AMARILLO NATIONAL BANCORP, INC.","21","0","0","4","1","Potter","11100","Amarillo, TX","1/1/1892","1/1/1934","5/1/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.anb.com","267932","0","35","0","18","629","1027","0","0","19979","46311","144617","51507","3809","0","66290"
"28701","2179","206174","0","Ambler Savings Bank","Ambler","PA","19002","9/30/2018","11/14/2018","SB","155 E Butler Ave","","9","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1899","9/17/1936","5/31/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.amblersav.com","82768","1660","2410","230","492","18665","5633","14","0","4892","2682","10984","6368","24263","4475","4690"
"6423","9315","9807","2611718","Amboy Bank","Old Bridge","NJ","8857","9/30/2018","11/14/2018","SM","3590 Nj Highway 9 South","AMBOY BANCORPORATION","23","0","0","4","1","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","5/12/1888","1/1/1934","6/2/2010","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.amboybank.com","358978","57","3285","0","0","18","4054","0","0","43992","123263","118243","45548","17602","2916","169597"
"27267","0","1169650","0","Amerasia Bank","Flushing","NY","11355","9/30/2018","11/14/2018","NM","41-06 Main Street","","6","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","6/20/1988","6/20/1988","4/1/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.amerasiabankny.com","1235","0","0","0","12","102","0","0","0","1121","0","0","0","0","0","0"
"8893","0","440857","1064492","America's Community Bank","Blue Springs","MO","64015","9/30/2018","11/14/2018","SM","1100 West Main Street","URICH BANCORP, INC.","1","0","0","4","1","Jackson","28140","Kansas City, MO-KS","2/27/1888","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.amcommbank.com","1444","0","0","0","0","0","0","0","0","195","1001","248","0","0","0","1196"
"34422","15591","2580243","3008753","American Bank","Allentown","PA","18104","9/30/2018","11/14/2018","SM","4029 West Tilghman Street","AMERICAN BANK INCORPORATED","1","0","0","4","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","6/2/1997","6/2/1997","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.ambk.com","64010","572","2975","0","0","0","0","0","13997","7002","7962","29731","1766","5","0","8228"
"20311","10556","630555","1121993","American Bank","Bozeman","MT","59715","9/30/2018","11/14/2018","NM","1632 West Main Street","GUARANTY DEVELOPMENT COMPANY","6","0","0","4","1","Gallatin","","","7/27/1970","11/25/1970","9/13/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.americanbankmontana.com","38521","0","0","0","0","1648","1767","5937","16546","5550","711","1348","2031","2983","0","711"
"1117","0","275358","1131406","American Bank & Trust","Wessington Sprin","SD","57382","9/30/2018","11/14/2018","NM","120 East Main Street","LEACKCO BANK HOLDING COMPANY, INC.","13","0","0","2","1","Jerauld","","","1/1/1892","1/1/1934","7/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.americanbanktrust.net","129504","821","0","0","240","33140","1072","16857","13513","2380","2734","16968","13038","28608","133","5114"
"17906","0","83834","1085349","American Bank & Trust Company","Opelousas","LA","70570","9/30/2018","11/14/2018","NM","307 East Landry Street","AMERICAN BANCORP, INC.","8","0","0","4","1","Saint Landry","","","9/22/1958","9/22/1958","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.americanbankandtrust.net","41643","0","4","62","789","7305","1402","2669","5688","0","1013","4034","4744","13511","422","1636"
"19234","0","597452","1104615","American Bank & Trust Company","Covington","LA","70433","9/30/2018","11/14/2018","NM","1819 N. Columbia Street","AMERICAN BANCSHARES, INC.","5","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","9/14/1964","9/14/1964","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.americanbankandtrust.com","4966","1","0","0","0","0","0","0","0","616","2011","1963","0","375","0","2510"
