cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"432","13967","422657","2411619","Security First National Bank of Hugo","Hugo","OK","74743","9/30/2018","11/14/2018","N","100 South Broadway","SOONER SOUTHWEST BANKSHARES, INC.","2","0","0","2","0","Choctaw","","","1/7/1930","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.sfnb.net","0.17120356103407","0.190512478567346","0","0","0","0.50269781158886","0","0.538135897251919","0","0","","0","0","0","","0"
"14639","0","210452","2269089","Security Home Bank","Malmo","NE","68040","9/30/2018","11/14/2018","NM","147 Center Avenue","MALMO BANCORP, INC.","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","8/1/1934","8/6/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.shbmalmo.com","0","0","0","0","0","0","","0","0","0","","0","0","0","",""
"3845","0","151546","1099195","Security National Bank","Witt","IL","62094","9/30/2018","11/14/2018","N","1 West Broadway","LBT BANCSHARES, INC.","4","0","0","2","0","Montgomery","","","11/17/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.securitynb.com","0.924250009627604","0.710670024686432","0","0","","1.57258731998014","","1.57258731998014","7.00227100681302","0.3584229390681","","0.3584229390681","0.781860828772478","0","","0"
"19213","10854","844053","1140323","Security National Bank of Omaha","Omaha","NE","68124","9/30/2018","11/14/2018","N","1120 South 101st Street","SECURITY NATIONAL CORPORATION","14","0","1","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","9/1/1964","9/1/1964","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","https://www.snbconnect.com","0.100321027287319","2.13147398725787E-02","0","3.39698290504237E-02","0","2.8522126039275E-03","0","3.70164723301869E-03","0.31626175578237","0.107594701888473","9.28505106778087E-02","0.108208378420158","0","0.112571865074579","0.971863531330705","0"
"34394","0","2529176","1200348","Security National Bank of South Dakota","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","N","325 Dakota Dunes Blvd","SECURITY NATIONAL CORPORATION","3","0","0","4","0","Union","43580","Sioux City, IA-NE-SD","5/1/1997","5/1/1997","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.snbsd.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"14208","15663","616540","2339928","Security Savings Bank","Gowrie","IA","50543","9/30/2018","11/14/2018","SM","1015 Market","SECURITY FINANCIAL, INC.","6","0","0","2","1","Webster","","","4/18/1914","4/6/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.securitysavingsbank.com","0.435346655689444","0.64608916915588","","0.841443633414436","","1.23013537374926","","1.23013537374926","0","0","","0","0","0","","0"
"28925","2632","708379","2823696","Security Savings Bank","Monmouth","IL","61462","9/30/2018","11/14/2018","SB","220 East Broadway","SECURITY BANCORP, MHC","2","0","0","2","0","Warren","","","1/1/1882","5/18/1953","8/6/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.securitysavings.com","1.02591561362176","1.60464743392084","","0","0","2.39807173788708","0","2.45145124243057","0.90393104898045","0.740561861064155","","0.740561861064155","0.650128314798973","2.18281036834925","","0"
"15734","14078","811747","1206658","Security Savings Bank","Canton","SD","57013","9/30/2018","11/14/2018","NM","100 S West Street","LARCH BANCORPORATION, INC.","5","0","1","2","1","Lincoln","43620","Sioux Falls, SD","6/14/1920","4/4/1940","5/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.ssbia.net","1.37870327654136E-02","0","0","0","0","0","","0","0.083674228337672","0.571044675848169","","0.571044675848169","0","1.20567375886525","","0"
"11907","0","389358","0","Security State Bank","Farwell","TX","79325","9/30/2018","11/14/2018","NM","100 5th Street","","1","0","0","2","1","Parmer","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.ssbfarwell.com","0.33662079962204","0.719651537150432","4.97171777314677","0","0","1.10403129140117","","1.10403129140117","0","0","","0","0","0","0","0"
"235","0","425845","1209172","Security State Bank","Sutherland","IA","51058","9/30/2018","11/14/2018","NM","109 West 2nd Street","OLD O'BRIEN BANC SHARES, INC.","2","0","0","2","1","Obrien","","","1/1/1931","1/1/1934","4/24/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","mysecuritystate.com","0","0","","0","0","0","0","0","0","0","","0","0","0","",""
"1497","11871","839068","1102451","Security State Bank","Pearsall","TX","78061","9/30/2018","11/14/2018","NM","1000 North Oak Street","BRISCOE RANCH, INC.","6","0","0","4","0","Frio","","","1/1/1925","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","https://www.securitystbk.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"485","0","435255","4347301","Security State Bank","Tyndall","SD","57066","9/30/2018","11/14/2018","NM","1600 Main Street","MIDWEST BANCSHARES, INC.","3","0","1","2","1","Bon Homme","","","11/1/1932","1/1/1934","10/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.banksecuritystate.com","0.120522850036705","0.307056022057902","0","0","0","3.14203270278936","0","3.59699027344467","3.36943441636582E-02","0.873138161273754","0","0.994733762434172","0","2.07317073170732","","0"
"16448","0","270652","0","Security State Bank","Alexandria","SD","57311","9/30/2018","11/14/2018","NM","450 Main St","","3","0","0","2","1","Hanson","","","7/1/1946","7/1/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankwithsecurity.com","0.301198730518102","1.58701532912534","0","0","","3.96932792061344","","3.96932792061344","0","0.28169014084507","","0.28169014084507","0","0.427872860635697","","0"
"13232","9431","111979","2572024","Security State Bank","Centralia","WA","98531","9/30/2018","11/14/2018","NM","1930 South Gold Street","SECURITY STATE CORPORATION","12","0","0","4","1","Lewis","","","12/26/1903","1/1/1934","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.ssbwa.com","1.01920181766124","0.207211447362791","0","7.90601972450562E-02","0","0.909661229611041","0","1.00908563696114","5.37755131416069","0","0","0","0","0","","0"
"9036","12930","43052","1128497","Security State Bank","Iron River","WI","54847","9/30/2018","11/14/2018","NM","U S Hwy #2 7865","SECURITY BANK SHARES, INC.","3","0","0","4","0","Bayfield","","","6/6/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.sbankonline.com","4.75816677736852","4.23910406727581","0","5.0969329904035","","2.60914227015922","4.47470817120623","2.50515128511007","10.8366203030932","0.967458223394899","0","1.02230483271375","0.4","1.21065375302663","","0"
"12592","15341","955959","1060850","Security State Bank","Basin","WY","82410","9/30/2018","11/14/2018","SM","201 South Fourth Street","FINANCIAL SECURITY CORPORATION","5","0","0","4","0","Big Horn","","","6/1/1929","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","https://www.ssbwyo.bank","3.28756888017185","1.95111717192909","0","0","0","0","0","0","8.59730486524326","0.337996432259882","","0.337996432259882","0","0.570342205323194","","4.85944976076555"
"15839","0","750846","1206032","Security State Bank","Algona","IA","50511","9/30/2018","11/14/2018","NM","1 East State Street","BURT BANCSHARES, INC.","4","0","0","2","0","Kossuth","","","3/1/1931","8/15/1941","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankssb.com","0.660806159528921","5.55987990659402E-02","","0","0","0.604741170778907","0","0.896378630333453","4.07997399219766","1.67272727272727","","1.67272727272727","2.13523131672598","1.3530135301353","","0"
"421","0","58551","2180205","Security State Bank","Cheyenne","OK","73628","9/30/2018","11/14/2018","NM","402 Broadway","CHEYENNE BANKING CORPORATION","2","0","0","2","1","Roger Mills","","","6/22/1912","1/1/1934","1/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.ssbcheyenne.com","2.70005547465502","3.40043525571273","0","3.0125129994297","","1.33367097155398","","1.33367097155398","0","0.515552500429627","","0.515552500429627","0.685400959561343","0","","0"
"18374","18374","319551","1248836","Security State Bank","Scott City","KS","67871","9/30/2018","11/14/2018","NM","506 Main Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Scott","","","4/21/1961","4/21/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.ssbscott.com","0.824581665816121","1.77406100449558","0","0","0","0","0","0","0","0.116627790736421","","0.116627790736421","0.140224358974359","0","","0"
"18448","0","527749","1208410","Security State Bank","Radcliffe","IA","50230","9/30/2018","11/14/2018","NM","207 Isabella Street","DRAKE HOLDING COMPANY","4","0","0","2","1","Hardin","","","10/14/1914","10/26/1961","8/6/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.ssbonline.biz","4.25637691689931","2.29947204376312","0","4.47289949131731","0","0","","0","4.2467718794835","2.84191829484902","","2.84191829484902","0","7.04845814977974","0","0"
"15738","0","306140","1204355","Security State Bank","Waverly","IA","50677","9/30/2018","11/14/2018","NM","933 16th Street, Southwest","FAYETTE BANCORPORATION","3","0","0","2","1","Bremer","47940","Waterloo-Cedar Falls, IA","4/23/1940","4/23/1940","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.securitystateonline.com","0.185925680666276","0","0","0","","0","","0","4.24311926605505","1.98675496688742","","1.98675496688742","1.36674259681093","2.56959314775161","","0"
"10643","53307","397559","2332620","Security State Bank","Ansley","NE","68814","9/30/2018","11/14/2018","NM","624 Main St","MACKEY BANCO, INC.","3","0","0","4","1","Custer","","","2/5/1915","1/1/1934","6/20/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.ssbnebraska.com","1.07617960023293","0.295368560990359","0.281404772624944","0","0","8.85148371181891E-02","0","9.40255256181022E-02","0.329493931116055","0","","0","0","0","","0"
"15809","13389","247355","1107308","Security State Bank & Trust","Fredericksburg","TX","78624","9/30/2018","11/14/2018","NM","201 West Main Street","SECURITY HOLDING COMPANY","21","0","0","4","1","Gillespie","","","4/7/1941","4/7/1941","6/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.ssbtexas.com","0.432286961483845","0.474132411914363","0.860435481190094","0","0","0.854045208141557","","0.854045208141557","0.261800733742525","0.400163029382341","","0.400163029382341","1.09782608695652","3.93501602113666E-02","","0"
"16656","10704","267652","1125441","Security State Bank of Aitkin","Aitkin","MN","56431","9/30/2018","11/14/2018","NM","402 Minnesota Avenue North","SECURITY STATE AGENCY OF AITKIN, INC.","4","0","0","4","1","Aitkin","","","12/23/1947","1/2/1948","8/29/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ssbmn.com","0.15214561985592","0.222543972543973","0","0.407622041056871","","0","0","0","0","0","","0","0","0","","0"
"17733","10312","942258","2466235","Security State Bank of Fergus Falls","Fergus Falls","MN","56537","9/30/2018","11/14/2018","NM","128 Washington Avenue, East","INDEPENDENT BANCSHARES, INC.","1","0","0","2","1","Otter Tail","","","4/1/1957","4/1/1957","4/24/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssbfergus.com","1.61368404066484","2.49767777892455","5.46802594995366","0","0","4.22524391180764","0","6.26780626780627","0","0","","0","0","0","0","0"
"10175","0","950356","1128817","Security State Bank of Hibbing","Hibbing","MN","55746","9/30/2018","11/14/2018","NM","701 East Howard Street","SECURITY FINANCIAL SERVICES, INC.","1","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","2/11/1911","1/1/1934","5/2/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbhibbing.com","1.92275488300577","3.18561303503418","0.149655791679138","4.7808764940239","41.887417218543","0.359100359100359","0","0.393564869156943","0","0","0","0","0","0","","0"
"15597","11201","984454","1121881","Security State Bank of Kenyon","Kenyon","MN","55946","9/30/2018","11/14/2018","NM","602 Second Street","ELLINGSON CORPORATION","1","0","0","2","1","Goodhue","","","7/23/1934","4/21/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbkenyon.com","12.333297770191","15.9443626023502","","40.2039949001275","","2.69163763066202","0.823723228995058","3.04379335334921","3.58208955223881","0","","0","0","0","0","0"
"10163","12355","990053","2734028","Security State Bank of Marine","Marine On St. Cr","MN","55047","9/30/2018","11/14/2018","NM","120 Judd Street","MARINE BANCSHARES, INC.","4","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/12/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.themarinebank.com","0.176083005149955","0.192317634286305","0","0","0","0.324324324324324","0","0.344591214776664","0","0","","0","0","0","","0"
"8980","0","52951","4414838","Security State Bank of Oklahoma","Wewoka","OK","74884","9/30/2018","11/14/2018","NM","210 South Mekuskey Ave","SECURITY BANCSHARES CORPORATION","5","0","0","2","0","Seminole","","","12/5/1911","1/1/1934","4/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.ssbok.com","2.10908718788375","1.95385950532761","0.746467608637697","0.125166236407729","0","2.34983532855873","0","2.35297196848745","3.73261998818004","0.54525158852825","0","0.545837452185499","0.204651162790698","0.838859151553887","","21.8340611353712"
"10982","0","814355","0","Security State Bank of Oklee","Oklee","MN","56742","9/30/2018","11/14/2018","NM","201 Main Street","","1","0","0","2","1","Red Lake","","","1/1/1934","1/1/1934","12/6/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssboklee.com","1.6198266785454","1.67738328207996","","0","","2.82818760311101","0","2.8436018957346","1.2646793134598","2.37825594563986","","2.37825594563986","0.227272727272727","4.51467268623025","","0"
"18378","14737","211851","1135271","Security State Bank of Wanamingo","Wanamingo","MN","55983","9/30/2018","11/14/2018","NM","232 Main Street","WANAMINGO BANCSHARES, INC.","1","0","0","2","1","Goodhue","","","12/5/1917","4/27/1961","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.SSBWANAMINGO.COM","1.31011235955056","1.49079817677097","","0","","0","0","0","0","0.280112044817927","","0.280112044817927","0.453172205438067","0","","0"
"9773","0","868059","1127986","Security State Bank of Warroad","Warroad","MN","56763","9/30/2018","11/14/2018","NM","502 E Lake St","WARROAD BANCSHARES, INC.","2","0","0","8","0","Roseau","","","9/13/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.ssbwarroad.com","4.68228118581831","2.89661859168586","","0.189080595603876","","11.2221368178324","","11.2221368178324","5.19194461925739","2.0576785572416","","2.0576785572416","2.73259596616786","1.66750250752257","","0"
"8642","11595","251857","1125517","Security State Bank, Wishek, North Dakota","Wishek","ND","58495","9/30/2018","11/14/2018","NM","102 North 6th Street","WISHEK BANCORPORATION, INC.","3","0","0","2","1","Mcintosh","","","7/25/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","ssbanking.com","0.116972303977058","0.413983440662373","0","4.82573726541555","0","0","","0","0","0.593878483325719","","0.593878483325719","1.0655737704918","0","","0"
"968","0","363648","2382344","Security Trust & Savings Bank","Storm Lake","IA","50588","9/30/2018","11/14/2018","SM","601 Lake Street","STORM LAKE SECURITY BANCORPORATION","2","0","0","2","1","Buena Vista","","","1/1/1908","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.securitybanksl.com","0.597347076220316","0.910518053375196","0","0","0","2.94554262051723","0","2.95547193477579","0.011731581417175","2.19619326500732","","2.19619326500732","0","4.39882697947214","","0"
"35388","16509","2973386","0","SEI Private Trust Company","Oaks","PA","19456","9/30/2018","11/14/2018","SA","1 Freedom Valley Dr","","1","0","0","7","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/2/2001","1/2/2001","10/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.seic.com","","","","","","","","","","","","","","","",""
"58563","0","3567269","4488857","Select Bank","Forest","VA","24551","9/30/2018","11/14/2018","SM","211 Gristmill Drive","SELECT BANK FINANCIAL CORPORATION","4","0","0","4","0","Bedford","31340","Lynchburg, VA","6/4/2007","6/4/2007","5/13/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://myselectbank.com","0.13067396844872","0.21451321057501","0","0","0","0","0","0","0","0","","0","0","0","","0"
"35465","0","2913887","3207659","Select Bank & Trust Company","Dunn","NC","28335","9/30/2018","11/14/2018","NM","700 West Cumberland Street","SELECT BANCORP INC.","18","0","1","4","0","Harnett","","","5/24/2000","5/24/2000","12/18/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.selectbank.com","0.961383959058079","0.466363065639605","0.419345133938713","0.168183862939194","0","1.12562664231536","1.5291557702673","1.00277738949697","6.32788539927792","0","","0","0","0","","0"
"15101","0","203052","1920516","Senath State Bank","Senath","MO","63876","9/30/2018","11/14/2018","NM","117 East Commercial Street","SENATH BANCSHARES, INC.","3","0","0","8","1","Dunklin","","","1/1/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.senathstatebank.com","1.55618343838296","2.00939536293378","0","5.88235294117647","0","2.78451909566995","0","2.7887936548548","0","0.765794511805999","","0.765794511805999","1.16363636363636","0","","0"
"35109","0","955548","1203161","SENB Bank","Moline","IL","61265","9/30/2018","11/14/2018","NM","3535 23rd Avenue","MCLAUGHLIN HOLDING COMPANY","5","0","1","4","1","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","12/17/1999","12/17/1999","12/27/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.senb.com","0.2890503447193","0.301161067911337","0","0","0","0.706031918999296","0.125486259254612","0.834257206208426","0.293139224663219","0.29868578255675","","0.29868578255675","0.663129973474801","0","","0"
"29496","3552","276074","0","Seneca Savings","Baldwinsville","NY","13027","9/30/2018","11/14/2018","SA","35 Oswego St","","3","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1928","1/24/1936","10/11/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","senecasavings.com","0.428182682534999","0.475469280170091","0","0","0","0.592274133130164","0","0.638843233935979","0","0","","0","0","0","","0"
"8546","0","746157","3348011","Sentry Bank","Saint Joseph","MN","56374","9/30/2018","11/14/2018","NM","400 4th Avenue Ne","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","4","0","0","4","0","Stearns","41060","St. Cloud, MN","11/4/1904","1/1/1934","5/3/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.mysentrybank.com","3.24019676179475","0.32831340712568","0","0.300227689455762","0","0.702004878338985","0","0.796866558616964","16.6561114629512","0.453144825086097","","0.453144825086097","1.36537411250683","0","","0"
"57993","0","3348888","3635319","ServisFirst Bank","Birmingham","AL","35209","9/30/2018","11/14/2018","NM","2500 Woodcrest Place","SERVISFIRST BANCSHARES, INC.","20","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/2/2005","5/2/2005","10/16/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","http://WWW.SERVISFIRSTBANK.COM","0.233434576768526","0.156648096610636","0","0.217637708667279","0","0.130250626892045","0","0.195678482198626","0.37275944404334","0.108203489146358","0.832266325224072","0","0","0","0","0"
"58651","0","3625664","3625655","Settlers Bank","De Forest","WI","53532","9/30/2018","11/14/2018","NM","4021 Meridian Drive","SB BANCORP, INC.","2","0","0","4","0","Dane","31540","Madison, WI","12/3/2007","12/3/2007","4/16/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.settlerswi.com","9.96047502410888E-03","0","0","0","0","0","0","0","0.040016006402561","0","0","0","0","0","","0"
"32367","8190","411473","0","SEVERN SAVINGS BANK, FSB DBA SEVERN BANK","Annapolis","MD","21401","9/30/2018","11/14/2018","SA","200 Westgate Circle, # 200","","6","0","0","4","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","4/4/1949","7/31/1985","8/28/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.severnbank.com","0.821636965778268","0.865942806373919","5.18419362576312E-02","0.117073923820469","0","1.55933555456987","0","1.63396337904347","0","0","","0","0","0","0","0"
"10318","0","982937","1086458","Sevier County Bank","Sevierville","TN","37862","9/30/2018","11/14/2018","NM","111 East Main Street","SEVIER COUNTY BANCSHARES, INC.","6","0","0","4","0","Sevier","","","3/9/1909","1/1/1934","1/18/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.bankscb.com","0.44690952250525","0.485945310056934","7.54316314283076","0","0","0.434735938170889","","0.434735938170889","0","0","","0","0","0","","0"
"30154","4856","678070","0","Sewickley Savings Bank","Sewickley","PA","15143","9/30/2018","11/14/2018","SB","531 Broad Street","","3","0","0","7","0","Allegheny","38300","Pittsburgh, PA","1/1/1884","7/8/1942","5/1/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sewickleysavingsbank.com","0","0","","0","0","0","0","0","0","0","","0","","0","0",""
"4236","52306","300353","2996648","Shamrock Bank, N.A.","Coalgate","OK","74538","9/30/2018","11/14/2018","N","101 North Main Street","SHAMROCK BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","1","Coal","","","1/1/1924","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.shamrockbank.com","0.115820262656799","0.140677562948112","0","0.128107697318424","0","0.264148922879223","","0.264148922879223","3.38474928678497E-02","0.130728447962815","","0.130728447962815","0.13933398355859","0.121359223300971","","0"
"28793","2376","164377","3845668","Sharon Bank","Darby","PA","19023","9/30/2018","11/14/2018","SB","9 Chester Pike","SHARON MUTUAL HOLDING COMPANY","4","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1873","8/27/1936","8/22/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.sharonbank.com","0.132886969410442","0.137212217164721","0","0","0","0.196011911493083","0","0.201265651307259","0","0","","0","","0","0","0"
"11702","14714","235446","1138058","Shelby County State Bank","Shelbyville","IL","62565","9/30/2018","11/14/2018","SM","130 South Morgan Street","SHELBY COUNTY BANCORP, INC.","6","0","0","2","1","Shelby","","","5/11/1895","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.scs-bank.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","0",""
"32135","7889","552974","2960630","Shelby Savings Bank, SSB","Center","TX","75935","9/30/2018","11/14/2018","SB","111 Selma Street","SHELBY BANCSHARES, INC.","5","0","0","2","1","Shelby","","","1/1/1979","7/26/1982","4/21/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.shelbysavingsbank.com","0.2518374074738","0.248796387667833","0","0.116883736462955","","0.724280160249452","","0.724280160249452","0.491338582677165","2.88683602771363E-02","","2.88683602771363E-02","0.082135523613963","0","","0"
"14911","13881","896155","1139251","Shell Lake State Bank","Shell Lake","WI","54871","9/30/2018","11/14/2018","NM","102 5th Ave","SHELL LAKE BANCORP, INC.","4","0","0","5","1","Washburn","","","11/16/1916","12/5/1934","4/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.shelllakestatebank.com","0.773616069050029","0.653144423869199","0.349895031490553","0","","0.885406065540403","0","0.935021387270812","0","0.606060606060606","0","0.610407446970853","1.02933607822954","0","","0"
"10169","0","198251","3348011","Sherburne State Bank","Becker","MN","55308","9/30/2018","11/14/2018","NM","12500 Sherburne Avenue","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","3","0","0","4","0","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/7/1920","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.sherburnestatebank.com","1.82510058655291","1.14744774633869","0","2.14445153061224","0","0","0","0","7.08996855664875","0","","0","0","0","","0"
"1612","0","887854","0","Sherwood Community Bank","Creighton","MO","64739","9/30/2018","11/14/2018","NM","202 D Street","","4","0","0","8","1","Cass","28140","Kansas City, MO-KS","6/6/1902","1/1/1934","12/31/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.sherwoodbank.com","1.53945666235446","1.43608489686299","0","3.64528566421311","","1.26275237211957","","1.26275237211957","0","0","","0","0","0","","0"
"33188","0","1494914","3107964","Shinhan Bank America","New York","NY","10001","9/30/2018","11/14/2018","NM","330 Fifth Avenue, 4th Floor","SHINHAN FINANCIAL GROUP CO., LTD.","16","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","10/18/1990","10/18/1990","8/14/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.shbamerica.com","0.244676794637661","0.157065900177014","0","0.118324807572788","0","0.308783218464127","0","0.311587510378476","0.595585705943057","0","0","0","","0","","0"
