cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"34253","0","2539081","0","Shore Community Bank","Toms River","NJ","8753","9/30/2018","11/14/2018","NM","1012 Hooper Avenue","","5","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","2/24/1997","2/24/1997","11/12/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.shorecommunity.bank","0.384102017495847","0.405301341547441","0","0.699331264478343","","0","0","0","0","0","","0","","0","0","0"
"4832","13973","933023","2429838","Shore United Bank","Easton","MD","21601","9/30/2018","11/14/2018","SM","18 Dover Street","SHORE BANCSHARES, INC.","21","0","1","4","0","Talbot","","","6/1/1876","1/1/1934","5/20/2017","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","shoreunitedbank.com","0.623345890529798","0.659999156011309","2.40038634186505","0.36794187407036","0","0.568606500223229","1.43021100026485","0.425949909226186","0.30853910542705","0.046801872074883","","0.046801872074883","0","5.21648408972353E-02","","0"
"11764","15826","598543","1199808","Sibley State Bank","Sibley","IA","51249","9/30/2018","11/14/2018","NM","803 Fourth Avenue","CYPRESS CORPORATION","1","0","0","2","0","Osceola","","","1/1/1894","1/1/1934","10/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.sibleystatebank.com","4.96603870306292E-02","0","0","0","0","0","0","0","0","0","","0","0","0","","80.6451612903226"
"12722","10808","1002458","0","Sicily Island State Bank","Sicily Island","LA","71368","9/30/2018","11/14/2018","NM","301 Newman Street","","2","0","0","4","1","Catahoula","","","2/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.sibank.net","1.08161258603736","0.537282883702419","0","0","","0.935875216637782","","0.935875216637782","5.72282724749092","0.414507772020725","","0.414507772020725","0.495662949194548","0.356188780053428","","0"
"29379","3360","304575","0","Sidney Federal Savings and Loan Association","Sidney","NE","69162","9/30/2018","11/14/2018","SA","1045 10th Avenue","","1","0","0","5","0","Cheyenne","","","1/1/1899","2/24/1936","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.sidneyfederal.com","0.34523485054965","0.352930249837466","0","0","","0.359542056959031","","0.359542056959031","0","0","","0","0","0","","0"
"17232","13603","648345","3621497","Sidney State Bank","Sidney","MI","48885","9/30/2018","11/14/2018","NM","3016 West Sidney Road","SIDNEY BANCORP.","2","0","0","5","0","Montcalm","24340","Grand Rapids-Wyoming, MI","10/10/1921","6/15/1953","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.sidneybank.com","0.526573998364677","0.57816119206989","5.09461426491994","0","0","0.592297731523668","0","0.634081224007804","0","0.170241743275451","","0.170241743275451","0","0.396510705789056","","0"
"57053","0","2942690","0","Signature Bank","New York","NY","10017","9/30/2018","11/14/2018","NM","565 Fifth Avenue","","33","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/12/2001","4/12/2001","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.signatureny.com","0.394420294716473","3.56147505454372E-02","0","1.47275853313608E-02","6.90085837093609E-04","1.18148900804435","3.12857787183846","0.819349489096312","2.60233253153162","0.275613538337906","","0.275613538337906","","0.275613538337906","0","2.00913306866846"
"58264","0","3437483","3437492","Signature Bank","Rosemont","IL","60018","9/30/2018","11/14/2018","NM","9701 W Higgins Rd Suite 500","SIGNATURE BANCORPORATION, INC.","4","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/4/2006","8/4/2006","9/25/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.signaturebank.bank","0.47005151517125","0.220380001029813","0.42481305741187","0.176858209790061","0","0.376418338884827","1.21471642051909","0","0.696428516033367","0","","0","0","0","","48.8049878766886"
"89","10291","3350724","3306589","Signature Bank of Arkansas","Fayetteville","AR","72703","9/30/2018","11/14/2018","NM","3878 N Crossover Rd, # 20","WHITE RIVER BANCSHARES COMPANY","6","0","0","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","8/18/1933","1/1/1934","4/9/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.sbofa.com","2.50050303088317E-02","2.99873279356143E-02","0","0","0","9.51233919160459E-02","0","0.108193002355815","0","4.61488762748627E-03","0","4.84707479036402E-03","0","5.37750053775005E-03","","2.34375"
"58103","0","3390627","0","Signature Bank of Georgia","Sandy Springs","GA","30328","9/30/2018","11/14/2018","NM","6065 Roswell Rd., Suite 110","","2","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/7/2005","11/7/2005","3/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.signaturebankga.com","5.75651310627532","5.59712608428984","0","7.93520657871854","","0","0","0","7.79700563873226","0","","0","","0","","100"
"57269","0","3076604","3076592","Signature Bank, National Association","Toledo","OH","43623","9/30/2018","11/14/2018","N","4607 West Sylvania Avenue","SIGNATURE BANCORP, INC.","2","0","0","4","0","Lucas","45780","Toledo, OH","4/2/2002","4/2/2002","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.signaturebankna.com","3.38740934084691E-02","5.45685279187817E-02","0","1.74999326925666E-02","0","0.199475167278326","0","0.227916445388564","0","0","0","0","0","0","0","0"
"14178","0","552956","1141263","Silex Banking Company","Silex","MO","63377","9/30/2018","11/14/2018","NM","20 S 2nd St","SILEX BANCSHARES, INC.","1","0","0","2","0","Lincoln","41180","St. Louis, MO-IL","3/24/1934","3/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.silexbank.com","0","0","0","0","0","0","","0","0","0","","0","0","0","0",""
"24735","0","802866","1031449","Silicon Valley Bank","Santa Clara","CA","95054","9/30/2018","11/14/2018","SM","3003 Tasman Drive","SVB FINANCIAL GROUP","6","0","1","9","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/17/1983","10/17/1983","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.svb.com","0.416804758278539","0.11779053300659","0","0","0","0.157027018092346","1.16683784092206","0.128376354791449","0.964634181104122","0","0","0","","0","","0"
"15323","10532","326054","3015582","Silver Lake Bank","Topeka","KS","66608","9/30/2018","11/14/2018","NM","201 Nw U.S. Highway 24","GIDEON MANAGEMENT L.L.C.","5","0","0","4","0","Shawnee","45820","Topeka, KS","1/1/1909","12/16/1935","10/2/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.silverlakebank.com","2.48679511792382E-03","3.10452950855298E-03","0","0","0","8.60926012018527E-03","0","8.86163443985609E-03","0","0","","0","0","0","","0"
"27330","14732","1216826","3695667","Silvergate Bank","La Jolla","CA","92037","9/30/2018","11/14/2018","SM","4250 Executive Sq Suite 300","SILVERGATE CAPITAL CORPORATION","5","0","0","9","0","San Diego","41740","San Diego-Carlsbad, CA","8/26/1988","8/26/1988","2/21/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.silvergatebank.com","1.10063375329855","0.701904148949635","0","0.151071923969621","0","1.12256489497562","5.87689322026748","0.841876637674229","5.07730526220266","","","","","","","14.3771287026525"
"17587","0","844138","0","Simmesport State Bank","Simmesport","LA","71369","9/30/2018","11/14/2018","NM","Highway 1 And Laurel Street","","1","0","0","6","0","Avoyelles","","","5/1/1956","5/1/1956","6/4/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.simmesportstatebank.net","3.08111915359139","2.91748779024934","1.16205366575111","0.631621841890791","","4.01651772752202","","4.01651772752202","8.29015544041451","2.55281033067105","","2.55281033067105","3.74296124544551","2.20659086529196","","0"
"3890","11473","663245","1094828","Simmons Bank","Pine Bluff","AR","71611","9/30/2018","11/14/2018","SM","501 Main Street","SIMMONS FIRST NATIONAL CORPORATION","207","0","1","4","0","Jefferson","38220","Pine Bluff, AR","3/23/1903","1/1/1934","5/29/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","http://www.simmonsbank.com","0.550905745113122","0.455957256446432","9.63334753559539E-02","0.30865358488838","1.10212085482989E-02","1.15437571320519","1.25609856942033","1.14800954923689","0.85040824198637","0.982545699524146","0.297099822085572","1.46281048414751","1.75104037640685","1.22438449063836","","14.8789560339045"
"23270","0","472951","2313058","Siouxland Bank","South Sioux City","NE","68776","9/30/2018","11/14/2018","SM","1001 West 29th Street","SIOUXLAND NATIONAL CORPORATION","2","0","0","8","0","Dakota","43580","Sioux City, IA-NE-SD","12/1/1980","12/1/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","WWW.SIOUXLANDBANK.COM","0.328262327485793","0","0","0","","0","","0","2.36641221374046","0","","0","0","0","","0"
"4766","0","412555","2796857","SJN Bank of Kansas","Saint John","KS","67576","9/30/2018","11/14/2018","NM","116 E 3rd Avenue","SJN BANC CO","4","0","0","2","0","Stafford","","","1/1/1905","1/1/1934","1/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.sjnbank.com","0.188479915484165","0","0","0","","0","0","0","1.25356125356125","6.48929266709929E-02","","6.48929266709929E-02","0.168161434977578","0","","0"
"17874","0","227179","3438097","Skagit Bank","Burlington","WA","98233","9/30/2018","11/14/2018","NM","301 East Fairhaven Avenue","SKAGIT BANCORP, INC.","11","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","6/16/1958","6/16/1958","10/31/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.skagitbank.com","0.124988618586056","0.15126593432415","0","0.268674047528479","0","4.37307584662748E-02","0","5.46561581093342E-02","0","6.43086816720257E-02","","6.43086816720257E-02","6.00998901622697E-02","0.108295429932857","0","0"
"19532","10566","401906","0","Skowhegan Savings Bank","Skowhegan","ME","4976","9/30/2018","11/14/2018","SB","13 Elm Street","","12","0","0","6","0","Somerset","","","10/2/1869","1/1/1966","1/1/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.skowhegansavings.com","1.2998122757408","1.6316977807148","0","1.19942554350518","44.1664718260463","1.1456509048453","0.537765827426057","1.28129478209559","2.37463885700716E-02","0.133475707421249","","0.133475707421249","0.143297874133891","0","","0"
"6861","0","90328","4949303","SKYLINE NATIONAL BANK","Independence","VA","24348","9/30/2018","11/14/2018","N","113 West Main Street","PARKWAY ACQUISITION CORP","20","0","1","4","0","Grayson","","","10/6/1900","1/1/1934","7/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.skylinenationalbank.com","1.08640845162143","1.16680502437117","0","1.00220551879691","0","0.258870420972613","3.66580113028868E-02","0.303784337818063","0.770938324934005","0.026395671109938","","0.026395671109938","0","3.96432111000991E-02","","0"
"8507","0","481748","1201439","Sloan State Bank","Sloan","IA","51055","9/30/2018","11/14/2018","NM","302 Fourth Street","SLOAN STATE CORPORATION","2","0","0","2","1","Woodbury","43580","Sioux City, IA-NE-SD","10/19/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.sloanstatebank.com","1.39212854974268","2.09947003668977","","14.240170031881","","1.86229647759923","","1.86229647759923","0","1.46802687235631","","1.46802687235631","1.00200400801603","1.53409090909091","","0"
"27686","111","213471","0","Slovenian Savings and Loan Association of Canonsburg","Strabane","PA","15363","9/30/2018","11/14/2018","SA","130 Boone Avenue","","1","0","0","8","0","Washington","38300","Pittsburgh, PA","1/1/1925","3/9/1960","7/21/2011","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sloveniansavingsandloan.com","4.09965986586418","4.12567763176567","0","3.38655904544657","66.8508287292818","3.66613553920738","","3.66613553920738","","0","","0","","0","","0"
"31994","7703","568377","0","Slovenian Savings and Loan Association of Franklin-Conemaugh","Conemaugh","PA","15909","9/30/2018","11/14/2018","SA","361 First St","","5","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1915","12/11/1979","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","sloveniansavings.com","0.666068245976922","0.691042096880863","0","0","0","0.728069052799226","0","0.74198597182772","","0","","0","0","0","","0"
"5623","0","676049","1098264","Smackover State Bank","Smackover","AR","71762","9/30/2018","11/14/2018","NM","708 North Broadway","SMACKOVER BANCSHARES, INC.","4","0","0","7","0","Union","","","4/18/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","http://www.smackoverbank.com","0.322329325858145","0.381642790019753","0","0","0","0.609868219429972","","0.609868219429972","0","6.84931506849315E-02","","6.84931506849315E-02","0.217391304347826","0","","0"
"25744","11205","663656","1067617","Small Business Bank","Lenexa","KS","66215","9/30/2018","11/14/2018","SM","13423 West 92nd Street","GARDNER BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","10/7/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.smallbusinessbank.com","6.78579506898892E-03","0","0","0","0","0","","0","0","3.50877192982456E-02","","3.50877192982456E-02","0.188679245283019","0","","0"
"35112","0","2804864","2804855","Small Town Bank","Wedowee","AL","36278","9/30/2018","11/14/2018","NM","117 Main Street","EAST ALABAMA FINANCIAL GROUP, INC.","5","0","1","4","0","Randolph","","","7/2/1999","7/2/1999","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.smalltownbank.com","1.56005966482408","1.77298245963922","4.50897571277719","0.896407009276984","0","0.727596314907873","0","0.727672495026699","0","0","","0","0","0","","0"
"58463","0","3532641","1131497","SmartBank","Pigeon Forge","TN","37863","9/30/2018","11/14/2018","SM","2430 Teaster Lane, # 205","SMARTFINANCIAL, INC.","32","0","1","4","0","Sevier","","","1/8/2007","1/8/2007","10/31/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://www.smartbank.com","0.169375775228383","0.139112642251254","0.329704772582065","0","0","0.267106517284874","0.353910833471889","0.239651416122004","0.296515386844824","0.835073068893528","0","0.864649151978716","0","1.03575341101484","0","0"
"4196","0","394156","1062416","SNB Bank, National Association","Shattuck","OK","73858","9/30/2018","11/14/2018","N","503 South Main Street","SHATTUCK BANCSHARES, INC.","2","0","1","2","1","Ellis","","","8/1/1909","1/1/1934","8/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.snbbankna.com","0.862873921407598","1.28830195989797","0","0.843188786684188","","0","","0","1.69377264683576","0.555139720558882","","0.555139720558882","0","0.658332716916932","","67.7966101694915"
"58534","0","3397233","3607549","Solera National Bank","Lakewood","CO","80226","9/30/2018","11/14/2018","N","319 S. Sheridan Boulevard","SOLERA NATIONAL BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","9/10/2007","9/10/2007","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.solerabank.com","2.02508588124549","0","0","0","0","0","0","0","0.208145814581458","17.1383730054931","","17.1383730054931","","17.1383730054931","","98.8831874434048"
