cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"3845","0","151546","1099195","Security National Bank","Witt","IL","62094","9/30/2018","11/14/2018","N","1 West Broadway","LBT BANCSHARES, INC.","4","0","0","2","0","Montgomery","","","11/17/1932","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.securitynb.com","66336","66336","62586","0","3750","0","0","0","","23495","9760","42841","6995","11102","24744","56576","9760","56576","62562","62617","2892","0","0","2275","",""
"19213","10854","844053","1140323","Security National Bank of Omaha","Omaha","NE","68124","9/30/2018","11/14/2018","N","1120 South 101st Street","SECURITY NATIONAL CORPORATION","14","0","1","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","9/1/1964","9/1/1964","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","https://www.snbconnect.com","844373","844373","844373","0","0","0","0","0","","80922","65589","763451","673369","36647","53434","778784","230989","613384","837214","446467","8835","0","0","0","",""
"34394","0","2529176","1200348","Security National Bank of South Dakota","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","N","325 Dakota Dunes Blvd","SECURITY NATIONAL CORPORATION","3","0","0","4","0","Union","43580","Sioux City, IA-NE-SD","5/1/1997","5/1/1997","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.snbsd.com","151177","151177","149710","0","1467","0","0","0","","79656","30472","71521","22979","6269","42273","120705","30508","120669","142438","132909","5276","5872","5872","0","",""
"14208","15663","616540","2339928","Security Savings Bank","Gowrie","IA","50543","9/30/2018","11/14/2018","SM","1015 Market","SECURITY FINANCIAL, INC.","6","0","0","2","1","Webster","","","4/18/1914","4/6/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.securitysavingsbank.com","95738","95738","73530","0","22208","0","0","0","","28820","14402","66918","24516","13804","28596","81336","14402","81336","85519","72567","5808","1274","249","0","",""
"28925","2632","708379","2823696","Security Savings Bank","Monmouth","IL","61462","9/30/2018","11/14/2018","SB","220 East Broadway","SECURITY BANCORP, MHC","2","0","0","2","0","Warren","","","1/1/1882","5/18/1953","8/6/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.securitysavings.com","165717","165717","150372","0","15345","0","0","0","","47554","46947","118163","1975","47479","68709","118770","6644","159073","157054","144751","19241","0","0","0","",""
"15734","14078","811747","1206658","Security Savings Bank","Canton","SD","57013","9/30/2018","11/14/2018","NM","100 S West Street","LARCH BANCORPORATION, INC.","5","0","1","2","1","Lincoln","43620","Sioux Falls, SD","6/14/1920","4/4/1940","5/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.ssbia.net","183555","183555","136289","0","23562","23704","0","0","","54902","25534","128653","17836","19293","91523","158021","25534","158021","165412","157413","14020","2115","2115","23682","",""
"11907","0","389358","0","Security State Bank","Farwell","TX","79325","9/30/2018","11/14/2018","NM","100 5th Street","","1","0","0","2","1","Parmer","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.ssbfarwell.com","131719","131719","113249","0","18470","0","0","0","","48406","31815","83313","33948","0","49365","99904","31811","99908","97033","63368","2984","21574","0","0","",""
"235","0","425845","1209172","Security State Bank","Sutherland","IA","51058","9/30/2018","11/14/2018","NM","109 West 2nd Street","OLD O'BRIEN BANC SHARES, INC.","2","0","0","2","1","Obrien","","","1/1/1931","1/1/1934","4/24/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","mysecuritystate.com","96674","96674","88500","0","8174","0","0","0","","43106","10810","53568","13793","5937","33838","85864","10810","85864","69685","88708","2794","26484","26484","6965","",""
"1497","11871","839068","1102451","Security State Bank","Pearsall","TX","78061","9/30/2018","11/14/2018","NM","1000 North Oak Street","BRISCOE RANCH, INC.","6","0","0","4","0","Frio","","","1/1/1925","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","https://www.securitystbk.com","520011","520011","418497","0","101514","0","0","0","","32888","17660","487123","100502","204551","182070","502351","87872","432139","387649","264090","4846","0","0","0","",""
"485","0","435255","4347301","Security State Bank","Tyndall","SD","57066","9/30/2018","11/14/2018","NM","1600 Main Street","MIDWEST BANCSHARES, INC.","3","0","1","2","1","Bon Homme","","","11/1/1932","1/1/1934","10/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.banksecuritystate.com","167936","167936","146377","0","21559","0","0","0","","53276","28963","114660","42753","20761","51146","138973","28997","138939","119353","119613","3217","40101","40101","11342","",""
"16448","0","270652","0","Security State Bank","Alexandria","SD","57311","9/30/2018","11/14/2018","NM","450 Main St","","3","0","0","2","1","Hanson","","","7/1/1946","7/1/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.bankwithsecurity.com","73654","73654","65705","0","7849","100","0","0","","29019","18874","44635","4076","6326","34233","54780","18874","54780","70085","61918","10647","0","0","0","",""
"13232","9431","111979","2572024","Security State Bank","Centralia","WA","98531","9/30/2018","11/14/2018","NM","1930 South Gold Street","SECURITY STATE CORPORATION","12","0","0","4","1","Lewis","","","12/26/1903","1/1/1934","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.ssbwa.com","388728","388728","379570","3","9155","0","0","0","","54257","35992","334471","43568","233677","57225","352736","105443","283285","384003","327139","11706","0","0","0","",""
"9036","12930","43052","1128497","Security State Bank","Iron River","WI","54847","9/30/2018","11/14/2018","NM","U S Hwy #2 7865","SECURITY BANK SHARES, INC.","3","0","0","4","0","Bayfield","","","6/6/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.sbankonline.com","77519","77519","70439","104","6976","0","0","0","","24435","15108","53084","9665","12946","30471","62411","15108","62411","71254","72797","3748","0","0","6369","",""
"12592","15341","955959","1060850","Security State Bank","Basin","WY","82410","9/30/2018","11/14/2018","SM","201 South Fourth Street","FINANCIAL SECURITY CORPORATION","5","0","0","4","0","Big Horn","","","6/1/1929","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","https://www.ssbwyo.bank","284644","284644","242975","0","41467","202","0","0","","84559","23608","200085","63091","30759","106233","261036","23576","261067","254116","229264","9828","0","0","0","",""
"15839","0","750846","1206032","Security State Bank","Algona","IA","50511","9/30/2018","11/14/2018","NM","1 East State Street","BURT BANCSHARES, INC.","4","0","0","2","0","Kossuth","","","3/1/1931","8/15/1941","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankssb.com","90006","90006","73797","0","16209","0","0","0","","31818","22120","58188","24174","5065","28949","67886","22120","67886","80097","65141","2356","0","0","0","",""
"421","0","58551","2180205","Security State Bank","Cheyenne","OK","73628","9/30/2018","11/14/2018","NM","402 Broadway","CHEYENNE BANKING CORPORATION","2","0","0","2","1","Roger Mills","","","6/22/1912","1/1/1934","1/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.ssbcheyenne.com","145762","145762","106314","0","39448","0","0","0","","21198","5098","124564","3186","70135","51242","140664","24173","121589","120092","106260","2463","0","0","3219","",""
"18374","18374","319551","1248836","Security State Bank","Scott City","KS","67871","9/30/2018","11/14/2018","NM","506 Main Street","SECURITY BANCSHARES, INC.","2","0","0","2","0","Scott","","","4/21/1961","4/21/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.ssbscott.com","186786","186786","121214","0","16163","49409","0","0","","43869","40259","142917","15935","20086","106897","146527","30992","155794","125778","148038","5785","27478","27478","49152","",""
"18448","0","527749","1208410","Security State Bank","Radcliffe","IA","50230","9/30/2018","11/14/2018","NM","207 Isabella Street","DRAKE HOLDING COMPANY","4","0","0","2","1","Hardin","","","10/14/1914","10/26/1961","8/6/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.ssbonline.biz","79274","79274","68190","0","6927","4157","0","0","","25423","15920","53851","20948","11099","21804","63354","15920","63355","73152","66505","2207","4157","0","0","",""
"15738","0","306140","1204355","Security State Bank","Waverly","IA","50677","9/30/2018","11/14/2018","NM","933 16th Street, Southwest","FAYETTE BANCORPORATION","3","0","0","2","1","Bremer","47940","Waterloo-Cedar Falls, IA","4/23/1940","4/23/1940","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.securitystateonline.com","56585","56585","45800","0","10785","0","0","0","","13657","11299","42928","18399","15377","9152","45286","11299","45286","55153","44635","1707","0","0","0","",""
"10643","53307","397559","2332620","Security State Bank","Ansley","NE","68814","9/30/2018","11/14/2018","NM","624 Main St","MACKEY BANCO, INC.","3","0","0","4","1","Custer","","","2/5/1915","1/1/1934","6/20/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.ssbnebraska.com","260507","260507","207451","200","5643","47213","0","0","","45806","40694","214701","47630","7903","159168","219813","34619","225888","235836","241804","3768","19764","12722","35405","",""
"15809","13389","247355","1107308","Security State Bank & Trust","Fredericksburg","TX","78624","9/30/2018","11/14/2018","NM","201 West Main Street","SECURITY HOLDING COMPANY","21","0","0","4","1","Gillespie","","","4/7/1941","4/7/1941","6/17/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.ssbtexas.com","823280","823280","750371","0","72909","0","0","0","","43146","38639","780134","567226","114159","98749","784641","347775","475505","807232","625019","10978","0","0","0","",""
"16656","10704","267652","1125441","Security State Bank of Aitkin","Aitkin","MN","56431","9/30/2018","11/14/2018","NM","402 Minnesota Avenue North","SECURITY STATE AGENCY OF AITKIN, INC.","4","0","0","4","1","Aitkin","","","12/23/1947","1/2/1948","8/29/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.ssbmn.com","85866","85866","72415","0","13452","0","0","0","","38602","29866","47265","22668","15068","9528","56001","29866","56000","85197","74514","2028","0","0","0","",""
"17733","10312","942258","2466235","Security State Bank of Fergus Falls","Fergus Falls","MN","56537","9/30/2018","11/14/2018","NM","128 Washington Avenue, East","INDEPENDENT BANCSHARES, INC.","1","0","0","2","1","Otter Tail","","","4/1/1957","4/1/1957","4/24/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssbfergus.com","99826","99826","83656","0","16150","20","0","0","","57106","26518","42720","17270","6691","18759","73308","26518","73308","95268","77273","3566","750","750","0","",""
"10175","0","950356","1128817","Security State Bank of Hibbing","Hibbing","MN","55746","9/30/2018","11/14/2018","NM","701 East Howard Street","SECURITY FINANCIAL SERVICES, INC.","1","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","2/11/1911","1/1/1934","5/2/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbhibbing.com","111454","111454","102097","0","7828","1529","0","0","","54241","46397","57213","0","37820","19393","65057","46397","65057","106105","82289","3617","0","0","1488","",""
"15597","11201","984454","1121881","Security State Bank of Kenyon","Kenyon","MN","55946","9/30/2018","11/14/2018","NM","602 Second Street","ELLINGSON CORPORATION","1","0","0","2","1","Goodhue","","","7/23/1934","4/21/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.ssbkenyon.com","48227","48227","46226","0","1254","747","0","0","","17735","12117","30492","7358","8890","14244","36110","12117","36110","47206","44504","3126","0","0","747","",""
"10163","12355","990053","2734028","Security State Bank of Marine","Marine On St. Cr","MN","55047","9/30/2018","11/14/2018","NM","120 Judd Street","MARINE BANCSHARES, INC.","4","0","0","4","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/12/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.themarinebank.com","128831","128831","119503","0","9328","0","0","0","","47211","38403","81620","29393","21402","30825","90428","38403","90428","124324","115588","5627","0","0","0","",""
"8980","0","52951","4414838","Security State Bank of Oklahoma","Wewoka","OK","74884","9/30/2018","11/14/2018","NM","210 South Mekuskey Ave","SECURITY BANCSHARES CORPORATION","5","0","0","2","0","Seminole","","","12/5/1911","1/1/1934","4/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.ssbok.com","211577","211577","160004","0","40038","11535","0","0","","85823","48891","125754","17956","19616","88182","162686","49237","162340","181900","148226","5254","0","0","12946","",""
"10982","0","814355","0","Security State Bank of Oklee","Oklee","MN","56742","9/30/2018","11/14/2018","NM","201 Main Street","","1","0","0","2","1","Red Lake","","","1/1/1934","1/1/1934","12/6/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.ssboklee.com","25891","25891","23977","0","1914","0","0","0","","10598","4653","15293","8074","872","6347","21238","4653","21238","25603","24378","1648","0","0","0","",""
"18378","14737","211851","1135271","Security State Bank of Wanamingo","Wanamingo","MN","55983","9/30/2018","11/14/2018","NM","232 Main Street","WANAMINGO BANCSHARES, INC.","1","0","0","2","1","Goodhue","","","12/5/1917","4/27/1961","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.SSBWANAMINGO.COM","57594","57594","53128","0","3411","1055","0","0","","23814","13861","33780","5767","9947","18066","43733","14981","42613","57238","49737","5414","0","0","0","",""
"9773","0","868059","1127986","Security State Bank of Warroad","Warroad","MN","56763","9/30/2018","11/14/2018","NM","502 E Lake St","WARROAD BANCSHARES, INC.","2","0","0","8","0","Roseau","","","9/13/1912","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.ssbwarroad.com","76382","76382","68793","0","7589","0","0","0","","33008","23977","43374","72","23225","20077","52405","23977","52405","73810","69323","3876","0","0","0","",""
"8642","11595","251857","1125517","Security State Bank, Wishek, North Dakota","Wishek","ND","58495","9/30/2018","11/14/2018","NM","102 North 6th Street","WISHEK BANCORPORATION, INC.","3","0","0","2","1","Mcintosh","","","7/25/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","ssbanking.com","62217","62217","58889","1","3328","0","0","0","","24872","20195","37346","12194","8462","16690","42023","20195","42022","60141","46284","1725","0","0","0","",""
"968","0","363648","2382344","Security Trust & Savings Bank","Storm Lake","IA","50588","9/30/2018","11/14/2018","SM","601 Lake Street","STORM LAKE SECURITY BANCORPORATION","2","0","0","2","1","Buena Vista","","","1/1/1908","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.securitybanksl.com","170771","170771","136025","1","34745","0","0","0","","34243","6659","136528","69080","42795","24653","164112","6670","164101","166018","118242","25663","0","0","0","",""
"35388","16509","2973386","0","SEI Private Trust Company","Oaks","PA","19456","9/30/2018","11/14/2018","SA","1 Freedom Valley Dr","","1","0","0","7","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/2/2001","1/2/2001","10/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.seic.com","500","500","500","0","0","0","0","0","","0","0","500","0","0","500","500","0","500","0","250","0","0","0","0","",""
"58563","0","3567269","4488857","Select Bank","Forest","VA","24551","9/30/2018","11/14/2018","SM","211 Gristmill Drive","SELECT BANK FINANCIAL CORPORATION","4","0","0","4","0","Bedford","31340","Lynchburg, VA","6/4/2007","6/4/2007","5/13/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://myselectbank.com","199507","199507","199507","0","0","0","0","0","","27739","17581","171768","15322","13922","142525","181926","17581","181926","171460","181585","8253","0","0","11709","",""
"35465","0","2913887","3207659","Select Bank & Trust Company","Dunn","NC","28335","9/30/2018","11/14/2018","NM","700 West Cumberland Street","SELECT BANCORP INC.","18","0","1","4","0","Harnett","","","5/24/2000","5/24/2000","12/18/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.selectbank.com","1009137","1009137","957920","4185","42081","4951","0","0","","104691","79201","904446","175995","307069","421383","929936","277242","731895","843318","762354","26428","50348","50348","5708","",""
"15101","0","203052","1920516","Senath State Bank","Senath","MO","63876","9/30/2018","11/14/2018","NM","117 East Commercial Street","SENATH BANCSHARES, INC.","3","0","0","8","1","Dunklin","","","1/1/1935","4/24/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.senathstatebank.com","64116","64116","54924","0","9192","0","0","0","","32641","18074","31475","13943","8179","9353","46042","18063","46053","64116","54719","2009","0","0","0","",""
"35109","0","955548","1203161","SENB Bank","Moline","IL","61265","9/30/2018","11/14/2018","NM","3535 23rd Avenue","MCLAUGHLIN HOLDING COMPANY","5","0","1","4","1","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","12/17/1999","12/17/1999","12/27/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.senb.com","160325","160325","149308","0","6017","5000","0","0","","82976","36437","77349","16207","35698","25444","123888","36521","123803","151219","136795","3796","5000","0","0","",""
"29496","3552","276074","0","Seneca Savings","Baldwinsville","NY","13027","9/30/2018","11/14/2018","SA","35 Oswego St","","3","0","0","5","0","Onondaga","45060","Syracuse, NY","1/1/1928","1/24/1936","10/11/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","senecasavings.com","142163","142163","125233","0","2970","13961","0","0","","45747","19458","96417","12760","9979","73678","122706","19461","122702","119212","126855","3540","8867","8867","0","",""
"8546","0","746157","3348011","Sentry Bank","Saint Joseph","MN","56374","9/30/2018","11/14/2018","NM","400 4th Avenue Ne","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","4","0","0","4","0","Stearns","41060","St. Cloud, MN","11/4/1904","1/1/1934","5/3/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.mysentrybank.com","174163","174163","139431","0","11459","23273","0","0","","62275","44990","111888","36356","17355","58177","129173","44990","129173","161073","128119","2715","0","0","23000","",""
"57993","0","3348888","3635319","ServisFirst Bank","Birmingham","AL","35209","9/30/2018","11/14/2018","NM","2500 Woodcrest Place","SERVISFIRST BANCSHARES, INC.","20","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/2/2005","5/2/2005","10/16/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","0","http://WWW.SERVISFIRSTBANK.COM","6512690","6512690","5886170","19969","459096","147455","0","0","","714856","423203","5797834","5088425","53195","656214","6089487","1511786","5000904","6114911","2848764","35196","0","0","0","",""
"58651","0","3625664","3625655","Settlers Bank","De Forest","WI","53532","9/30/2018","11/14/2018","NM","4021 Meridian Drive","SB BANCORP, INC.","2","0","0","4","0","Dane","31540","Madison, WI","12/3/2007","12/3/2007","4/16/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.settlerswi.com","231439","231439","172680","0","10751","48008","0","0","","59245","52683","172194","36690","624","134880","178756","39697","191742","206626","181599","4843","8626","8626","42753","",""
"32367","8190","411473","0","SEVERN SAVINGS BANK, FSB DBA SEVERN BANK","Annapolis","MD","21401","9/30/2018","11/14/2018","SA","200 Westgate Circle, # 200","","6","0","0","4","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","4/4/1949","7/31/1985","8/28/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.severnbank.com","697183","697183","684652","0","5972","6559","0","0","","214031","214031","483152","102313","115886","264953","483152","86252","610932","645328","509776","45155","4961","4961","0","",""
"10318","0","982937","1086458","Sevier County Bank","Sevierville","TN","37862","9/30/2018","11/14/2018","NM","111 East Main Street","SEVIER COUNTY BANCSHARES, INC.","6","0","0","4","0","Sevier","","","3/9/1909","1/1/1934","1/18/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.bankscb.com","296666","296666","269674","0","26744","248","0","0","","112780","30776","183886","40339","17124","126424","265890","30776","265890","275439","253572","21433","0","0","248","",""
"30154","4856","678070","0","Sewickley Savings Bank","Sewickley","PA","15143","9/30/2018","11/14/2018","SB","531 Broad Street","","3","0","0","7","0","Allegheny","38300","Pittsburgh, PA","1/1/1884","7/8/1942","5/1/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.sewickleysavingsbank.com","223339","223339","221537","0","1185","617","0","0","","23985","6300","199354","15602","21566","162186","217039","6300","217039","207184","213299","37380","0","0","0","",""
"4236","52306","300353","2996648","Shamrock Bank, N.A.","Coalgate","OK","74538","9/30/2018","11/14/2018","N","101 North Main Street","SHAMROCK BANCSHARES EMPLOYEE STOCK OWNERSHIP PLAN","7","0","0","4","1","Coal","","","1/1/1924","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.shamrockbank.com","266871","266871","239186","126","27559","0","0","0","","131903","98276","134968","7027","43507","84435","168595","98276","168595","249483","218572","17470","0","0","0","",""
"28793","2376","164377","3845668","Sharon Bank","Darby","PA","19023","9/30/2018","11/14/2018","SB","9 Chester Pike","SHARON MUTUAL HOLDING COMPANY","4","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1873","8/27/1936","8/22/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.sharonbank.com","121861","121861","112982","0","8879","0","0","0","","32609","7354","89252","3511","34875","50866","114507","7426","114435","119857","113329","10944","0","0","0","",""
"11702","14714","235446","1138058","Shelby County State Bank","Shelbyville","IL","62565","9/30/2018","11/14/2018","SM","130 South Morgan Street","SHELBY COUNTY BANCORP, INC.","6","0","0","2","1","Shelby","","","5/11/1895","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.scs-bank.com","208647","208647","165108","0","43539","0","0","0","","81097","26913","127550","28307","39624","59621","181734","29066","179581","188734","161928","6631","0","0","0","",""
"32135","7889","552974","2960630","Shelby Savings Bank, SSB","Center","TX","75935","9/30/2018","11/14/2018","SB","111 Selma Street","SHELBY BANCSHARES, INC.","5","0","0","2","1","Shelby","","","1/1/1979","7/26/1982","4/21/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.shelbysavingsbank.com","237857","237857","199529","0","13965","24363","0","0","","106155","50752","131702","14767","26227","90709","187105","52617","185240","226419","206888","6102","3097","3097","24363","",""
"14911","13881","896155","1139251","Shell Lake State Bank","Shell Lake","WI","54871","9/30/2018","11/14/2018","NM","102 5th Ave","SHELL LAKE BANCORP, INC.","4","0","0","5","1","Washburn","","","11/16/1916","12/5/1934","4/13/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.shelllakestatebank.com","178653","178653","135572","0","43081","0","0","0","","78666","35107","99987","33545","33230","33213","143546","35107","143546","176379","134457","10282","0","0","0","",""
"10169","0","198251","3348011","Sherburne State Bank","Becker","MN","55308","9/30/2018","11/14/2018","NM","12500 Sherburne Avenue","SAINT JOSEPH BANCSHARES ACQUISITIONS, INC.","3","0","0","4","0","Sherburne","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/7/1920","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.sherburnestatebank.com","109317","109317","99126","0","9945","245","0","0","","47730","40438","61586","20292","18691","22604","68878","40106","69211","104013","91661","3501","0","0","0","",""
"1612","0","887854","0","Sherwood Community Bank","Creighton","MO","64739","9/30/2018","11/14/2018","NM","202 D Street","","4","0","0","8","1","Cass","28140","Kansas City, MO-KS","6/6/1902","1/1/1934","12/31/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.sherwoodbank.com","42478","42478","38572","0","3906","0","0","0","","19543","14130","22935","7051","8184","7700","28348","11487","30992","41318","43332","1296","0","0","0","",""
"33188","0","1494914","3107964","Shinhan Bank America","New York","NY","10001","9/30/2018","11/14/2018","NM","330 Fifth Avenue, 4th Floor","SHINHAN FINANCIAL GROUP CO., LTD.","16","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","10/18/1990","10/18/1990","8/14/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.shbamerica.com","1237212","1237212","1206243","0","0","0","30969","0","","483121","478111","754091","127117","27955","599019","759101","477391","759821","1112434","951754","7466","63166","63166","0","",""
"34253","0","2539081","0","Shore Community Bank","Toms River","NJ","8753","9/30/2018","11/14/2018","NM","1012 Hooper Avenue","","5","0","0","4","0","Ocean","35620","New York-Newark-Jersey City, NY-NJ-PA","2/24/1997","2/24/1997","11/12/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.shorecommunity.bank","251322","251322","223544","0","27667","111","0","0","","98151","61742","153171","3879","68699","80594","189580","61988","189334","236528","201430","16564","0","0","0","",""
"4832","13973","933023","2429838","Shore United Bank","Easton","MD","21601","9/30/2018","11/14/2018","SM","18 Dover Street","SHORE BANCSHARES, INC.","21","0","1","4","0","Talbot","","","6/1/1876","1/1/1934","5/20/2017","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","shoreunitedbank.com","1184223","1184223","1093921","269","90033","0","0","0","","151089","151089","1033134","218287","551579","263270","1033134","332260","851963","1127209","1040843","52222","33787","33787","0","",""
