cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"3664","0","925037","1208054","Illinois National Bank","Springfield","IL","62701","9/30/2018","11/14/2018","N","322 East Capitol Street","ILLINOIS NATIONAL BANCORP, INC.","13","0","0","4","1","Sangamon","44100","Springfield, IL","1/1/1905","1/1/1934","3/21/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.illinoisnationalbank.com","888027","888027","703290","0","176191","8546","0","0","","368380","293216","519647","102521","330676","86449","594811","231360","656666","850130","638663","11769","27350","27350","0","",""
"17399","15556","369453","1067514","Impact Bank","Wellington","KS","67152","9/30/2018","11/14/2018","SM","206 East Harvey Avenue","FIRST FINANCIAL CORPORATION","2","0","0","2","1","Sumner","48620","Wichita, KS","4/3/1928","2/10/1955","4/25/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.impact-bank.com","108832","108832","88275","0","20557","0","0","0","","46367","18858","62465","4077","19464","38924","89974","18859","89973","96861","87563","4707","0","0","0","",""
"3342","0","414858","2227481","Incommons Bank, N.A.","Mexia","TX","76667","9/30/2018","11/14/2018","N","301 East Commerce Street","BI-STONE BANCSHARES, INC.","6","0","0","4","0","Limestone","","","2/1/1882","1/1/1934","1/31/2016","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","WWW.INCOMMONSBANK.COM","141536","141536","126092","0","15444","0","0","0","","83693","37728","57843","12904","21846","23093","103808","37728","103808","140714","113757","1619","0","0","1542","",""
"22925","0","956527","1070970","Independence Bank","Independence","OH","44131","9/30/2018","11/14/2018","NM","4401 Rockside Road","INDEPENDENCE BANCCORP","1","0","0","4","0","Cuyahoga","17460","Cleveland-Elyria, OH","8/15/1979","8/15/1979","9/1/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","166520","166520","129647","0","36873","0","0","0","","43792","43792","122728","49482","6948","66299","122728","43791","122729","117583","76602","3155","0","0","0","",""
"20989","16131","606653","2351274","Independence Bank","Havre","MT","59501","9/30/2018","11/14/2018","NM","435 Third Street","MONTANA SECURITY, INC.","6","0","0","2","0","Hill","","","3/12/1973","3/12/1973","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.ibyourbank.com","607358","607358","474515","0","132451","392","0","0","","90882","85426","516476","132065","193600","190811","521932","92071","515287","480130","384198","19935","111438","106988","0","",""
"57379","0","3180136","0","Independence Bank","East Greenwich","RI","2818","9/30/2018","11/14/2018","NM","1370 South County Trail","","1","0","0","4","0","Kent","39300","Providence-Warwick, RI-MA","3/25/2003","3/25/2003","10/20/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.independence-bank.com","48104","48104","37861","0","0","10243","0","0","","9173","5362","38931","6196","2402","30332","42742","5362","42741","45025","44153","0","0","0","14052","",""
"8136","13530","648242","1118854","Independence Bank of Kentucky","Owensboro","KY","42301","9/30/2018","11/14/2018","SM","2425 Frederica Street","INDEPENDENCE BANCSHARES, INC.","26","0","0","4","1","Daviess","36980","Owensboro, KY","1/1/1909","1/1/1934","1/18/2018","Stock","0","1","FED","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://www.1776bank.com","1781016","1781016","1248864","0","532152","0","0","0","","189074","66850","1591942","266661","975612","349668","1714166","236527","1544489","1564729","1491724","24979","170332","170332","0","",""
"10741","0","396057","1121724","Independence State Bank","Independence","WI","54747","9/30/2018","11/14/2018","NM","23942 Senty Drive","NORTHERN FINANCIAL CORPORATION","3","0","0","2","0","Trempealeau","","","1/1/1897","1/1/1934","8/8/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","http://www.independencestatebank.com","54808","54808","50478","0","4330","0","0","0","","15720","9855","39088","4355","14050","20682","44953","9961","44847","51523","51480","4516","0","0","0","",""
"34728","0","2666400","3121193","Independent Bank","Memphis","TN","38157","9/30/2018","11/14/2018","NM","5050 Poplar Avenue","INDEPENDENT HOLDINGS, INC","12","0","1","6","0","Shelby","32820","Memphis, TN-MS-AR","4/20/1998","4/20/1998","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","http://https://www.i-bankonline.com","828594","828594","826210","0","2384","0","0","0","","215188","193590","613406","334602","42874","235931","635004","193590","635004","705167","555030","14720","93720","93720","0","",""
"27811","321","636771","1201925","Independent Bank","Grand Rapids","MI","49525","9/30/2018","11/14/2018","SM","4200 E. Beltline Avenue Ne","INDEPENDENT BANK CORPORATION","70","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","1/1/1890","9/15/1999","4/1/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.IndependentBank.com","2843685","2843685","2589001","2","250724","3958","0","0","","170308","123014","2673377","171282","1832004","670091","2720671","949903","1893782","2436794","2194969","46914","300662","300662","3653","",""
"3076","0","122854","3140288","Independent Bank","Mckinney","TX","75070","9/30/2018","11/14/2018","NM","3090 Craig Drive","INDEPENDENT BANK GROUP, INC.","81","0","1","4","0","Collin","19100","Dallas-Fort Worth-Arlington, TX","1/1/1913","1/1/1934","6/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.independent-bank.com","7789330","7789330","6953732","0","835114","484","0","0","","690258","152325","7099072","2586240","3359512","1153320","7637005","2241855","5547475","6951335","6750841","91533","265690","256059","0","",""
"11462","12394","956152","1416925","Independent Farmers Bank","Maysville","MO","64469","9/30/2018","11/14/2018","NM","201 W Main Street","FARMERS BANCSHARES, INC.","3","0","0","2","0","Dekalb","41140","St. Joseph, MO-KS","3/12/1920","1/1/1934","2/23/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.farmbank.net","99979","99979","78807","0","21172","0","0","0","","42439","17373","57540","5364","25458","26718","82606","17373","82606","94258","82169","2982","0","0","0","",""
"24387","0","1015560","4097978","Industrial and Commercial Bank of China USA, National Association","New York","NY","10019","9/30/2018","11/14/2018","N","1633 Broadway","CHINA INVESTMENT CORPORATION","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","2/14/1983","2/14/1983","4/28/2017","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.icbc-us.com","2101334","2101334","2008907","0","1378","91049","0","0","","510575","462066","1590759","339608","139139","1112012","1639268","462192","1639142","1516824","1514702","31663","393356","391056","28073","",""
"14679","0","536527","2326179","Industrial Bank","Washington","DC","20011","9/30/2018","11/14/2018","NM","4812 Georgia Avenue Nw","IBW FINANCIAL CORPORATION","7","0","1","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/18/1934","8/18/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.industrial-bank.com","352355","352355","316699","0","31818","3838","0","0","","160700","110096","191655","36843","68639","86173","242259","101873","250482","337749","266714","3116","1426","1426","0","",""
"12506","12309","733054","2112439","Industry State Bank","Industry","TX","78944","9/30/2018","11/14/2018","NM","16886 Fordtran Blvd","INDUSTRY BANCSHARES, INC.","5","0","0","2","0","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/1/1911","1/1/1934","4/13/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","0","http://www.isbtx.com","668467","668467","601805","0","66462","200","0","0","","130223","82637","538244","79703","133052","325489","585830","82637","585830","582141","526165","78786","0","0","0","",""
"9307","0","1001817","1071678","Inez Deposit Bank","Inez","KY","41224","9/30/2018","11/14/2018","NM","41 West Main Street","COMMUNITY HOLDING COMPANY","4","0","0","7","0","Martin","","","5/1/1904","1/1/1934","10/21/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.inezdepositbank.com","123253","123253","102941","0","20312","0","0","0","","52326","26928","70927","1220","27933","41773","96325","26928","96325","119260","106764","13191","0","0","0","",""
"59098","0","5193989","0","Infinity Bank","Santa Ana","CA","92707","9/30/2018","11/14/2018","NM","6 Hutton Ctr. Dr. Suite 100","","1","0","0","7","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","2/1/2018","2/1/2018","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","https://www.goinfinitybank.com/","31326","31326","31326","0","0","0","0","0","","10658","10658","20668","7920","12748","0","20668","22795","8531","31326","7925","0","0","0","0","",""
"27763","239","904171","4442224","InFirst Bank","Indiana","PA","15701","9/30/2018","11/14/2018","SB","935 Philadelphia Street","INFIRST BANCORP, MHC","7","0","0","5","0","Indiana","","","1/1/1922","5/31/1943","1/1/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.infirstbank.com","320159","320159","302142","0","18017","0","0","0","","92177","40456","227982","43328","54255","130399","279703","40698","279461","300062","288333","20117","0","0","995","",""
"22444","13793","189745","2944144","INLAND BANK & TRUST","Oak Brook","IL","60523","9/30/2018","11/14/2018","NM","2805 Butterfield Road","INLAND BANCORP, INC.","13","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1977","4/1/1977","10/15/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.inlandbank.com","967640","967640","856141","0","109500","1999","0","0","","239351","147239","728289","368993","51322","307974","820401","147239","820401","888257","807415","33255","6997","6997","0","",""
"27601","12955","1411032","1123670","Inland Northwest Bank","Spokane","WA","99201","9/30/2018","11/14/2018","NM","421 W. Riverside, Suite 113","FIRST INTERSTATE BANCSYSTEM, INC.","22","0","1","4","0","Spokane","44060","Spokane-Spokane Valley, WA","10/2/1989","10/2/1989","7/14/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","http://www.inb.com","721159","721159","704388","0","8529","8242","0","0","","75187","50738","645972","117871","428568","99533","670421","246694","474465","685052","541569","12834","26151","26151","8242","",""
"35521","0","2877345","2877336","InsBank","Nashville","TN","37215","9/30/2018","11/14/2018","SM","2106 Crestmoor Road","INSCORP, INC.","1","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","11/20/2000","11/20/2000","5/11/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.insbanktn.com","398930","398930","385867","0","11487","1576","0","0","","57518","36282","341412","88232","0","253180","362648","36282","362648","323631","301699","786","54893","6946","17601","",""
"22020","9222","329550","4534099","INSOUTH Bank","Brownsville","TN","38012","9/30/2018","11/14/2018","SM","111 South Washington Street","INDEPENDENT SOUTHERN BANCSHARES, INC. PROFIT SHARING AND 401 (K)","6","0","0","4","0","Haywood","","","1/1/1869","5/15/1975","4/16/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.insouth.com","262292","262292","242540","0","19741","10","0","0","","121820","65304","140471","37624","26879","75969","196987","65336","196956","252107","223373","16217","0","0","0","",""
"90250","0","272302","0","Institution for Savings in Newburyport and Its Vicinity","Newburyport","MA","1950","9/30/2018","11/14/2018","SB","93 State Street","","15","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1820","8/13/1985","12/31/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.institutionforsavings.com","2807977","2807977","2774804","0","33173","0","0","0","","326314","147294","2481663","631457","205307","1644899","2660683","146398","2661579","2188548","2050232","207217","41190","41190","0","",""
"57587","0","3160978","3184853","Integrity Bank & Trust","Monument","CO","80132","9/30/2018","11/14/2018","NM","1275 Village Ridge Point","GEMINI BANCSHARES, INC.","3","0","0","4","0","El Paso","17820","Colorado Springs, CO","8/11/2003","8/11/2003","3/19/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.integritybankandtrust.com","192802","192802","183537","0","7031","2234","0","0","","119850","76577","72952","44619","11509","16824","116225","78493","114309","191049","128441","800","0","0","1990","",""
"15578","0","897451","1925913","Integrity Bank Plus","Wabasso","MN","56293","9/30/2018","11/14/2018","NM","726 Main Street","WABASSO BANCSHARES, INC.","2","0","0","2","1","Redwood","","","10/1/1934","1/27/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.integritybank.com","45572","45572","42780","0","2792","0","0","0","","20167","17365","25405","1266","13585","10554","28207","13447","32125","45267","42686","2577","0","0","0","",""
"18979","11232","26242","1098415","Integrity First Bank, National Association","Mountain Home","AR","72653","9/30/2018","11/14/2018","N","502 South Hickory Street","MOUNTAIN HOME BANCSHARES, INC.","10","0","0","4","0","Baxter","","","12/14/1963","12/14/1963","8/20/2012","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.goifb.com","431655","431655","376007","0","55648","0","0","0","","121526","32523","310129","33252","206570","70305","399132","32083","399572","422508","322601","12981","0","0","0","",""
"25879","11041","894553","0","Inter National Bank","Mcallen","TX","78503","9/30/2018","11/14/2018","N","1801 South 2nd Street","","20","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/24/1985","1/24/1985","6/16/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.inbweb.com","1144141","1144141","1068377","0","75520","244","0","0","","109749","95707","1034392","586921","38068","409403","1048434","496541","647600","868433","659829","3578","4092","4092","0","",""
"31823","7506","221775","0","Interamerican Bank, A FSB","Miami","FL","33165","9/30/2018","11/14/2018","SA","9190 Coral Way","","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","8/23/1976","8/23/1976","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.interamericanbank.com","173428","173428","173428","0","0","0","0","0","","80249","71156","93179","13692","45985","33502","102272","35021","138407","160925","143564","6615","0","0","0","",""
"24516","11980","538802","0","Interaudi Bank","New York","NY","10022","9/30/2018","11/14/2018","NM","19 East 54th Street","","2","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/14/1983","6/14/1983","4/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.interaudibank.com","1684825","1684825","1684693","0","0","132","0","0","0","907113","791990","777712","40706","20022","716984","892835","796290","888535","1037332","764465","4341","41506","41506","0","0","0"
