cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","9/30/2018","11/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","79215","5676","10704","62835","68636","17355","11949","39332","13161","1937","5380","5844","15161","3618","4630","6913","386","140","89","157","1055","800","125","130","114","50","43","21","275","192","49","34"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","9/30/2018","11/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","2641","150","260","2231","2531","580","1249","702","119","0","119","0","0","0","0","0","16","4","5","7","36","16","16","4","1","0","1","0","0","0","0","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","9/30/2018","11/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","9/30/2018","11/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","9/30/2018","11/14/2018","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","9/30/2018","11/14/2018","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","20","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","124513","1554","14218","108741","199658","37844","49731","112083","9305","960","3896","4449","24041","8966","10585","4490","382","27","106","249","2144","1246","503","395","74","17","31","26","455","342","93","20"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","9/30/2018","11/14/2018","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","9/30/2018","11/14/2018","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.allamerica.bank","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","9/30/2018","11/14/2018","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","17","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","9/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","329991","4799","36701","288491","267065","42974","66038","158053","3806","161","1793","1852","179","179","0","0","961","92","258","611","2754","1565","628","561","22","3","13","6","4","4","0","0"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","9/30/2018","11/14/2018","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","36208","2105","6921","27182","31177","6677","7712","16788","23601","1950","10424","11227","26708","7125","9011","10572","178","47","58","73","503","305","91","107","157","43","76","38","381","267","74","40"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","9/30/2018","11/14/2018","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","9/30/2018","11/14/2018","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","15436","2444","4733","8259","4842","1394","1315","2133","17809","2402","5596","9811","7842","2850","2739","2253","153","67","48","38","173","102","27","44","174","68","55","51","252","175","56","21"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","9/30/2018","11/14/2018","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","9/30/2018","11/14/2018","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","13","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.alliancebank.com","34726","1428","5550","27748","25622","10101","5676","9845","6028","1770","2564","1694","6011","3163","1629","1219","140","33","45","62","693","600","55","38","78","46","23","9","206","184","17","5"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","9/30/2018","11/14/2018","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","9/30/2018","11/14/2018","NM","292 West Main Ave","PBD HOLDINGS, LLC","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","9/30/2018","11/14/2018","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","4","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","9/30/2018","11/14/2018","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","18690","3985","5243","9462","7735","3285","2602","1848","25074","4693","10373","10008","8219","3957","2424","1838","189","111","49","29","225","184","31","10","229","113","77","39","235","206","22","7"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","9/30/2018","11/14/2018","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","9/30/2018","11/14/2018","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.anbok.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","9/30/2018","11/14/2018","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","65000","0","0","65000","6999000","6807000","16000","176000","0","0","0","0","0","0","0","0","111","0","0","111","271184","270418","172","594","0","0","0","0","0","0","0","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","9/30/2018","11/14/2018","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","66219","0","1837","64382","54282","3101","9821","41360","0","0","0","0","0","0","0","0","130","0","11","119","294","111","82","101","0","0","0","0","0","0","0","0"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","9/30/2018","11/14/2018","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/11/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","3133","1274","1077","782","8307","3486","3756","1065","8299","1681","3800","2818","26759","5460","10143","11156","88","35","11","42","208","131","35","42","106","45","39","22","340","203","85","52"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","9/30/2018","11/14/2018","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","45","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","212453","4782","40320","167351","56241","16231","14174","25836","5890","470","2932","2488","114","114","0","0","821","120","312","389","2188","1919","151","118","44","13","22","9","3","3","0","0"
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","9/30/2018","11/14/2018","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.alpinecapitalbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","9/30/2018","11/14/2018","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.altamahabank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","9/30/2018","11/14/2018","SM","3725 Westwind Blvd, # 100","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","6/20/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.apbconnect.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","9/30/2018","11/14/2018","NM","520 Broadway St","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.altonbank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27711","153","777870","0","Altoona First Savings Bank","Altoona","PA","16603","9/30/2018","11/14/2018","SB","203 North Logan Boulevard","","5","0","0","4","0","Blair","11020","Altoona, PA","1/1/1927","3/31/1937","12/29/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.altoonabank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9465","9767","246956","3822687","Alva State Bank & Trust Company","Alva","OK","73717","9/30/2018","11/14/2018","NM","518 College Avenue","GRACE INVESTMENT COMPANY, INC. ESOP, THE","5","0","1","2","1","Woods","","","9/10/1901","1/1/1934","2/12/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.ALVASTATEBANK.COM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"622","9297","661308","4400336","Amalgamated Bank","New York","NY","10001","9/30/2018","11/14/2018","NM","275 Seventh Avenue","WORKERS UNITED","14","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/14/1923","1/1/1934","5/18/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://AMALGAMATEDBANK.COM","8231","0","0","8231","9251","421","1339","7491","0","0","0","0","111","0","0","111","13","0","0","13","41","18","8","15","0","0","0","0","1","0","0","1"
"903","10892","397531","1020676","Amalgamated Bank of Chicago","Chicago","IL","60602","9/30/2018","11/14/2018","NM","30 North Lasalle Street","AMALGAMATED INVESTMENTS COMPANY","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/30/1922","1/1/1934","7/28/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.aboc.com","33771","600","3105","30066","3464","396","1494","1574","0","0","0","0","0","0","0","0","91","9","21","61","33","13","11","9","0","0","0","0","0","0","0","0"
